序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
61,ALL-3-2-1,治疗用药的选择,数组,参考备注,"例:[""a"",""b""]","是否有诱导期化疗方案(ALL-3-1-1)等于""有""(y)时必填;","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1选择代码表
62,ALL-3-2-1-1,环磷酰胺,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""环磷酰胺（CTX）""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-1选择代码表
63,ALL-3-2-1-2,其他环磷酰胺用药输注方式,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-3-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
64,ALL-3-2-1-3,其他环磷酰胺用药(mg/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-3-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他环磷酰胺用药应大于等于0,
65,ALL-3-2-1-4,其他环磷酰胺用药次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-3-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他环磷酰胺用药次数应大于等于0,ALL-3-2-1-5选择代码表
66,ALL-3-2-1-5,长春新碱,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""长春新碱（VCR）""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-5选择代码表
67,ALL-3-2-1-6,其他长春新碱用药(mg/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春新碱(ALL-3-2-1-5)等于""长春新碱其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春新碱用药应大于等于0,
68,ALL-3-2-1-7,其他长春新碱用药每周次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春新碱(ALL-3-2-1-5)等于""长春新碱其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春新碱用药每周次数应大于等于0,
69,ALL-3-2-1-8,其他长春新碱用药共计次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春新碱(ALL-3-2-1-5)等于""长春新碱其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春新碱用药共计次数应大于等于0,ALL-3-2-1-9选择代码表
70,ALL-3-2-1-9,长春地辛,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""长春地辛（VDS）""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-9选择代码表
71,ALL-3-2-1-10,其他长春地辛用药(mg/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春地辛(ALL-3-2-1-9)等于""长春地辛其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春地辛用药应大于等于0,
72,ALL-3-2-1-11,其他长春地辛用药每周次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春地辛(ALL-3-2-1-9)等于""长春地辛其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春地辛用药每周次数应大于等于0,
73,ALL-3-2-1-12,其他长春地辛用药共计次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","长春地辛(ALL-3-2-1-9)等于""长春地辛其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他长春地辛用药共计次数应大于等于0,ALL-3-2-1-13选择代码表
74,ALL-3-2-1-13,柔红霉素,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""柔红霉素（DNR）""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-13选择代码表
75,ALL-3-2-1-14,其他柔红霉素用药(mg/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(ALL-3-2-1-13)等于""柔红霉素其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药应大于等于0,
76,ALL-3-2-1-15,其他柔红霉素用药每周次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(ALL-3-2-1-13)等于""柔红霉素其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药每周次数应大于等于0,
77,ALL-3-2-1-16,其他柔红霉素用药共计次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(ALL-3-2-1-13)等于""柔红霉素其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药共计次数应大于等于0,ALL-3-2-1-17选择代码表
78,ALL-3-2-1-17,左旋门冬酰胺酶,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""左旋门冬酰胺酶（L-asp）""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-17选择代码表
79,ALL-3-2-1-18,其他左旋门冬酰胺酶用药(u/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","左旋门冬酰胺酶(ALL-3-2-1-17)等于""左旋门冬酰胺酶其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他左旋门冬酰胺酶用药应大于等于0,
80,ALL-3-2-1-19,其他左旋门冬酰胺酶用药共计次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","左旋门冬酰胺酶(ALL-3-2-1-17)等于""左旋门冬酰胺酶其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他左旋门冬酰胺酶用药共计次数应大于等于0,ALL-3-2-1-20选择代码表
81,ALL-3-2-1-20,培门冬,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""培门冬（PEG-ASP） ""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-20选择代码表
82,ALL-3-2-1-21,其他培门冬用药输注方式,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","培门冬(ALL-3-2-1-20)等于""培门冬其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
83,ALL-3-2-1-22,其他培门冬用药(u/m²/次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","培门冬(ALL-3-2-1-20)等于""培门冬其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他培门冬用药应大于等于0,
84,ALL-3-2-1-23,其他培门冬用药天数(d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","培门冬(ALL-3-2-1-20)等于""培门冬其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他培门冬用药天数应大于等于0,
85,ALL-3-2-1-24,其他培门冬用药(d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","培门冬(ALL-3-2-1-20)等于""培门冬其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他培门冬用药应大于等于0,ALL-3-2-1-25选择代码表
86,ALL-3-2-1-25,泼尼松,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""泼尼松""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-25选择代码表
87,ALL-3-2-1-26,其他泼尼松用药(mg/m²/d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","泼尼松(ALL-3-2-1-25)等于""泼尼松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他泼尼松用药应大于等于0,
88,ALL-3-2-1-27,其他泼尼松用药天数(d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","泼尼松(ALL-3-2-1-25)等于""泼尼松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他泼尼松用药天数应大于等于0,
89,ALL-3-2-1-28,其他泼尼松用药递减至停天数(天),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","泼尼松(ALL-3-2-1-25)等于""泼尼松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他泼尼松用药递减至停天数应大于等于0,ALL-3-2-1-29选择代码表
90,ALL-3-2-1-29,地塞米松,字符串,参考备注,"例:""a""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""地塞米松""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-3-2-1-29选择代码表
91,ALL-3-2-1-30,其他地塞米松用药(mg/m²/d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","地塞米松(ALL-3-2-1-29)等于""地塞米松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他地塞米松用药应大于等于0,
92,ALL-3-2-1-31,其他地塞米松用药天数(d),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","地塞米松(ALL-3-2-1-29)等于""地塞米松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他地塞米松用药天数应大于等于0,
93,ALL-3-2-1-32,其他地塞米松用药递减至停天数(天),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","地塞米松(ALL-3-2-1-29)等于""地塞米松其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他地塞米松用药递减至停天数应大于等于0,
94,ALL-3-2-1-33,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
95,ALL-3-2-1-34,其他治疗用药输注方式,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
96,ALL-3-2-1-35,其他治疗药品规格,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
97,ALL-3-2-1-36,其他治疗用药天数(天),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数应大于等于0,
98,ALL-3-2-1-37,其他治疗用药次数(次),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药次数应大于等于0,
99,ALL-3-2-1-38,其他治疗用药递减至停天数(天),数值,参考备注,例:10,"化疗方案(ALL-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-3-2-1)等于""其他治疗用药""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药递减至停天数应大于等于0,
100,ALL-4-1-1,是否有早期强化治疗方案,字符串,是,"例:""UTD""",默认初始化值:UTD见,ALL-4-1-1选择代码表,见,ALL-4-1-2选择代码表,
101,ALL-4-1-2,化疗方案,字符串,参考备注,"例:""a""","是否有早期强化治疗方案(ALL-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-4-1-2选择代码表,
102,ALL-4-1-2-1,其他化疗方案名称,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-4-1-2)等于""其他化疗方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,见,ALL-4-2-1选择代码表
103,ALL-4-2-1,治疗用药的选择,数组,参考备注,"例:[""a"",""b""]","是否有早期强化治疗方案(ALL-4-1-1)等于""是""(y)时可填写;","化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-4-2-1选择代码表
104,ALL-4-2-1-1,环磷酰胺,字符串,参考备注,"例:""a""","化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-4-2-1)等于""环磷酰胺（CTX）""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-4-2-1-1选择代码表
105,ALL-4-2-1-2,其他环磷酰胺用药输注方式,字符串,参考备注,"例:""填写文字说明""","化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-4-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
106,ALL-4-2-1-3,其他环磷酰胺用药(mg/m²/d),数值,参考备注,例:10,"化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-4-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他环磷酰胺用药应大于等于0,
107,ALL-4-2-1-4,其他环磷酰胺用药次数(次),数值,参考备注,例:10,"化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;","环磷酰胺(ALL-4-2-1-1)等于""环磷酰胺其他用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他环磷酰胺用药次数应大于等于0,ALL-4-2-1-5选择代码表
108,ALL-4-2-1-5,阿糖胞苷,字符串,参考备注,"例:""a""","化疗方案(ALL-4-1-2)等于""无法确定或无记录""(UTD)时无需填写;","治疗用药的选择(ALL-4-2-1)等于""阿糖胞苷（Ara-C）""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ALL-4-2-1-5选择代码表
