序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
28,MVR-1-1-4,左心房前后径(mm),数值,参考备注,例:10,"是否实施手术前的超声心动图评估(MVR-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
29,MVR-1-1-5,反流量(ml),数值,参考备注,例:10,"是否实施手术前的超声心动图评估(MVR-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
30,MVR-1-1-7,二尖瓣口面积(cm²),数值,参考备注,例:10,"是否实施手术前的超声心动图评估(MVR-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
31,MVR-1-1-9,是否左心耳血栓,字符串,参考备注,"例:""y""","是否实施手术前的超声心动图评估(MVR-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-1-1-9选择代码表,
32,MVR-1-2-1,是否有冠心病史，或冠心病危险因素,字符串,是,"例:""y""",见,MVR-1-2-1选择代码表,,,
33,MVR-1-2-2,是否实施手术前的冠状动脉造影评估,字符串,参考备注,"例:""y""","是否有冠心病史，或冠心病危险因素(MVR-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-1-2-2选择代码表,
34,MVR-1-2-3,冠状动脉病变数量,字符串,参考备注,"例:""a""","是否实施手术前的冠状动脉造影评估(MVR-1-2-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-1-2-3选择代码表,
35,MVR-1-2-4,血管病变主要位置,数组,参考备注,"例:[""f"",""a""]","是否实施手术前的冠状动脉造影评估(MVR-1-2-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-1-2-4选择代码表,
36,MVR-1-3-1,是否使用SinoSCOREⅡ风险评估表进行手术前风险评估,字符串,是,"例:""y""",见,MVR-1-3-1选择代码表,,,
37,MVR-1-3-2,MVR手术风险评估（SinoSCOREⅡ）评估值,数值,参考备注,例:10,"是否使用SinoSCOREⅡ风险评估表进行手术前风险评估(MVR-1-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,SinoSCOREⅡ填写值应大于等于0,,
38,MVR-1-3-3,评估结果分层的选择,字符串,否,"例:""a""","是否使用SinoSCOREⅡ风险评估表进行手术前风险评估(MVR-1-3-1)等于""是""(y)时可填写;",见,MVR-1-3-3选择代码表,,
39,MVR-1-4-1,是否使用欧州心血管手术危险因素评分 EuroSCORE进行手术前评估,字符串,是,"例:""y""",见,MVR-1-4-1选择代码表,,,
40,MVR-1-4-3,欧州心血管手术危险因素评分 EuroSCORE值,数值,参考备注,例:10,"是否使用欧州心血管手术危险因素评分 EuroSCORE进行手术前评估(MVR-1-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,EuroSCORE填写值应大于等于0,,
41,MVR-1-4-2,评估结果分层的选择,字符串,否,"例:""a""","是否使用欧州心血管手术危险因素评分 EuroSCORE进行手术前评估(MVR-1-4-1)等于""是""(y)时可填写;",见,MVR-1-4-2选择代码表,,
42,MVR-2-1-1,二尖瓣手术适应证,字符串,是,"例:""a""",见,MVR-2-1-1选择代码表,,,
43,MVR-2-1-1-1,其他二尖瓣手术适应证,字符串,参考备注,"例:""填写文字说明""","二尖瓣手术适应证(MVR-2-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
44,MVR-2-2-1,是否实施急诊二尖瓣手术,字符串,是,"例:""y""",见,MVR-2-2-1选择代码表,,,
45,MVR-2-2-2,是否人工机械瓣膜急性功能障碍,字符串,参考备注,"例:""y""","是否实施急诊二尖瓣手术(MVR-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-2-2-2选择代码表,
46,MVR-2-3-1,是否同时合并其他手术,字符串,是,"例:""y""",见,MVR-2-3-1选择代码表,,,
47,MVR-2-3-2,合并其他手术种类,字符串,参考备注,"例:""a""","是否同时合并其他手术(MVR-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-2-3-2选择代码表,
48,MVR-2-4-1,手术切口的选择,字符串,是,"例:""a""",见,MVR-2-4-1选择代码表,,,
49,MVR-2-4-1-1,其他手术切口,字符串,参考备注,"例:""填写文字说明""","手术切口的选择(MVR-2-4-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
50,MVR-3-1-1,二尖瓣病变类型,字符串,是,"例:""a""",见,MVR-3-1-1选择代码表,,,
51,MVR-3-1-2,二尖瓣手术种类,字符串,是,"例:""a""",见,MVR-3-1-2选择代码表,,,
52,MVR-3-1-3,瓣膜种类,字符串,参考备注,"例:""a""","二尖瓣手术种类(MVR-3-1-2)等于""二尖瓣置换""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-3-1-3选择代码表,
53,MVR-3-2-1,是否使用体外循环辅助的二尖瓣手术,字符串,是,"例:""y""",见,MVR-3-2-1选择代码表,,,
54,MVR-3-2-2,体外循环起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否使用体外循环辅助的二尖瓣手术(MVR-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
55,MVR-3-2-3,体外循环结朿日期时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否使用体外循环辅助的二尖瓣手术(MVR-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,体外循环结朿日期时间应大于等于体外循环起始日期时间;,体外循环结朿日期时间应小于出院日期时间,
56,MVR-3-2-4,体外循环持续时间(分钟),数值,否,例:10,"是否使用体外循环辅助的二尖瓣手术(MVR-3-2-1)等于""是""(y)时可填写;","日期差值计算公式:体外循环结朿日期时间(MVR-3-2-3)-体外循环起始日期时间(MVR-3-2-2),单位:分钟",,,
57,MVR-3-3-1,术中是否使用TEE超声,字符串,是,"例:""y""",见,MVR-3-3-1选择代码表,,,
58,MVR-3-3-2,TEE返流分级,字符串,参考备注,"例:""a""","术中是否使用TEE超声(MVR-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-3-3-2选择代码表,
59,MVR-3-4-1,是否围术期使用血制品,字符串,是,"例:""y""",见,MVR-3-4-1选择代码表,,,
60,MVR-3-4-2,全血量(ml),数值,参考备注,例:10,"是否围术期使用血制品(MVR-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
61,MVR-3-4-3,红细胞量(ml),数值,参考备注,例:10,"是否围术期使用血制品(MVR-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
62,MVR-3-4-4,血浆量(ml),数值,参考备注,例:10,"是否围术期使用血制品(MVR-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
63,MVR-3-4-5,血小板量(ml),数值,参考备注,例:10,"是否围术期使用血制品(MVR-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
64,MVR-3-5-0,是否术后入住ICU/术后复苏室,字符串,是,"例:""y""",见,MVR-3-5-0选择代码表,,,
65,MVR-3-5-1,是否ICU/术后复苏室实施机械通气,字符串,参考备注,"例:""y""","是否术后入住ICU/术后复苏室(MVR-3-5-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-3-5-1选择代码表,
66,MVR-3-5-2,起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否ICU/术后复苏室实施机械通气(MVR-3-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
67,MVR-3-5-3,终止日期时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否ICU/术后复苏室实施机械通气(MVR-3-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,终止日期时间应大于等于起始日期时间;,终止日期时间应小于出院日期时间,
68,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
69,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
70,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
71,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
72,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
73,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
74,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术前使用首剂抗菌药物起始时间应大于入院日期时间,,
75,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
76,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
77,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
78,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
79,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于术前使用首剂抗菌药物起始时间;,术后抗菌药物停止使用时间应小于出院日期时间,
80,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
81,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
82,MVR-5-1-1,是否术后活动性出血或血肿,字符串,是,"例:""y""",见,MVR-5-1-1选择代码表,,,
83,MVR-5-1-2,术后活动性出血或血肿主要情况,字符串,参考备注,"例:""a""","是否术后活动性出血或血肿(MVR-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-5-1-2选择代码表,
84,MVR-5-2-1,是否再手术,字符串,是,"例:""y""",见,MVR-5-2-1选择代码表,,,
85,MVR-5-2-2,再手术指征的选择,数组,参考备注,"例:[""a"",""b""]","是否再手术(MVR-5-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-5-2-2选择代码表,
86,MVR-5-2-2-1,其他心脏问题再手术,字符串,参考备注,"例:""填写文字说明""","再手术指征的选择(MVR-5-2-2)等于""因其他心脏问题再手术""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
87,MVR-5-2-2-2,其他非心脏问题再手术,字符串,参考备注,"例:""填写文字说明""","再手术指征的选择(MVR-5-2-2)等于""因其他非心脏问题再手术""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
88,MVR-5-2-3,再手术起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否再手术(MVR-5-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,再手术起始日期时间应小于出院日期时间,,
89,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
90,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
91,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
92,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
93,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
94,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
95,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
96,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
97,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
98,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
99,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
100,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
101,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
102,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
103,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
104,CM-2-3-14,住院患者发生压疮(L89.0至L89.9),字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""住院患者发生压疮(L89.0至L89.9)""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-14选择代码表,
105,CM-2-3-15,脑卒中/脑血管事件(I61-I64),字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""术后并发脑卒中/脑血管事件(I61-I64)""(o)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-15选择代码表,
106,CM-6-1-3,心脏手术后特指并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-6-1-3选择代码表,
107,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
108,MVR-7-1-1,出院时是否有继续使用华法林的带药医嘱,字符串,是,"例:""y""",见,MVR-7-1-1选择代码表,,,
109,MVR-7-2-1,出院时是否有继续使用除华法林外其他抗凝药物的用药医嘱,字符串,是,"例:""y""",见,MVR-7-2-1选择代码表,,,
110,MVR-7-2-2,其他抗凝药物用药,字符串,参考备注,"例:""a""","出院时是否有继续使用除华法林外其他抗凝药物的用药医嘱(MVR-7-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-7-2-2选择代码表,
111,MVR-7-2-2-1,其他抗凝药物名称,字符串,参考备注,"例:""填写文字说明""","其他抗凝药物用药(MVR-7-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
112,MVR-8-1-1,是否进行术前、术后健康教育，且有记录,字符串,是,"例:""y""",见,MVR-8-1-1选择代码表,,,
113,MVR-8-1-2,"MVR手术术前,术后的健康教育",数组,参考备注,"例:[""a"",""b""]","是否进行术前、术后健康教育，且有记录(MVR-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-8-1-2选择代码表,
114,MVR-8-2-1,"出院时,告知患者/家属高危因素评估结果",字符串,是,"例:""y""",见,MVR-8-2-1选择代码表,,,
115,MVR-8-2-2,常见高危因素的选择,数组,参考备注,"例:[""a"",""b""]","出院时,告知患者/家属高危因素评估结果(MVR-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MVR-8-2-2选择代码表,
116,MVR-8-2-2-1,其他常见高危因素,字符串,参考备注,"例:""填写文字说明""","常见高危因素的选择(MVR-8-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
117,MVR-4-2-2-1,其它特殊使用级抗菌药物填写,字符串,是,"例:""填写文字说明""",长度不能大于10,,,,
118,MVR-8-3-1,是否履行出院教育与告知责任，且有记录,字符串,是,"例:""y""",见,MVR-8-3-1选择代码表,,,
119,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MVR-8-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-1选择代码表,
120,CM-7-2-2,出院带药,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MVR-8-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-2选择代码表,
121,CM-7-2-3,告知何为发生紧急意外情况或者疾病复发,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MVR-8-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-3选择代码表,
122,CM-7-2-4,告知发生紧急意外情况或者疾病复发如何救治及前途经,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MVR-8-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-4选择代码表,
123,CM-7-2-5,出院时教育与随访,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MVR-8-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-5选择代码表,
124,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
125,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
126,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
127,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
128,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
129,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
130,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
131,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
132,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
133,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
134,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
135,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
136,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
137,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
138,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
