序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
27,UM-1-1-1-1,其他患者评估与知情同意,字符串,参考备注,"例:""填写文字说明""","患者评估与知情同意(UM-1-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
28,UM-1-1-2,影像学检查评估,数组,是,"例:[""a"",""b""]",见,UM-1-1-2选择代码表,,,
29,UM-1-1-2-1,其他影像学检查评估,字符串,参考备注,"例:""填写文字说明""","影像学检查评估(UM-1-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
30,UM-1-1-3,肌瘤数目,字符串,是,"例:""a""",见,UM-1-1-3选择代码表,,,
31,UM-1-1-4,子宫大小,字符串,是,"例:""a""",见,UM-1-1-4选择代码表,,,
32,UM-1-1-5,肌瘤大小,字符串,是,"例:""a""",见,UM-1-1-5选择代码表,,,
33,UM-1-2-1,按生长部位,字符串,是,"例:""a""",见,UM-1-2-1选择代码表,,,
34,UM-1-2-1-1,其他生长部位,字符串,参考备注,"例:""填写文字说明""","按生长部位(UM-1-2-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
35,UM-1-2-3,子宫肌瘤的分型（国际妇产科联盟（FIGO）,字符串,是,"例:""a""",见,UM-1-2-3选择代码表,,,
36,UM-1-3-2,是否伴发有全身系统性疾病,字符串,是,"例:""y""",见,UM-1-3-2选择代码表,,,
37,UM-1-3-1,全身系统性疾病,数组,参考备注,"例:[""a"",""b""]","是否伴发有全身系统性疾病(UM-1-3-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-1-3-1选择代码表,
38,UM-1-3-1-1,其他全身系统性疾病名称,字符串,参考备注,"例:""填写文字说明""","全身系统性疾病(UM-1-3-1)等于""其他（名称）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
39,UM-2-1-1,手术治疗符合适应证,字符串,是,"例:""a""",见,UM-2-1-1选择代码表,,,
40,UM-2-1-1-1,手术适应证选择,字符串,参考备注,"例:""a""","手术治疗符合适应证(UM-2-1-1)等于""手术适应证""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-1-1选择代码表,
41,UM-2-1-1-2,其他手术适应证,字符串,参考备注,"例:""填写文字说明""","手术适应证选择(UM-2-1-1-1)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
42,UM-2-1-1-3,宫腔镜手术适应证选择,字符串,参考备注,"例:""a""","手术治疗符合适应证(UM-2-1-1)等于""宫腔镜手术适应证""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-1-3选择代码表,
43,UM-2-1-1-4,其他宫腔镜手术适应证,字符串,参考备注,"例:""填写文字说明""","宫腔镜手术适应证选择(UM-2-1-1-3)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
44,UM-2-1-2-1,是否有手术禁忌证,字符串,是,"例:""y""",见,UM-2-1-2-1选择代码表,,,
45,UM-2-1-2,手术禁忌证,数组,参考备注,"例:[""a"",""b""]","是否有手术禁忌证(UM-2-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-2选择代码表,
46,UM-2-1-3-2,是否有术前预处理,字符串,是,"例:""y""",见,UM-2-1-3-2选择代码表,,,
47,UM-2-1-3,术前预处理选择,字符串,参考备注,"例:""a""","是否有术前预处理(UM-2-1-3-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-3选择代码表,
48,UM-2-1-3-1,其他术前预处理,字符串,参考备注,"例:""填写文字说明""","术前预处理选择(UM-2-1-3)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
49,UM-2-1-4,手术途径选择,字符串,是,"例:""a""",见,UM-2-1-4选择代码表,,,
50,UM-2-1-4-1,其他手术途径,字符串,参考备注,"例:""填写文字说明""","手术途径选择(UM-2-1-4)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
51,UM-2-1-5-2,是否有术中出血，避免粉碎肌瘤播散的措施,字符串,否,"例:""UTD""",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,UM-2-1-5-2选择代码表,,
52,UM-2-1-5,减少术中出血，避免粉碎肌瘤播散的措施,数组,参考备注,"例:[""a"",""b""]","是否有术中出血，避免粉碎肌瘤播散的措施(UM-2-1-5-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-5选择代码表,
53,UM-2-1-5-1,其他减少术中出血，避免粉碎肌瘤播散的措施,字符串,参考备注,"例:""填写文字说明""","减少术中出血，避免粉碎肌瘤播散的措施(UM-2-1-5)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
54,UM-2-1-6-2,是否有术中实施其他治疗性操作,字符串,否,"例:""UTD""",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,UM-2-1-6-2选择代码表,,
55,UM-2-1-6,是否实施其他治疗性操作,字符串,参考备注,"例:""a""","是否有术中实施其他治疗性操作(UM-2-1-6-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-1-6选择代码表,
56,UM-2-1-6-1,实施其他治疗性操作,字符串,参考备注,"例:""填写文字说明""","是否实施其他治疗性操作(UM-2-1-6)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
57,UM-2-2-1-2,是否有药物治疗适应症,字符串,否,"例:""UTD""",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,UM-2-2-1-2选择代码表,,
58,UM-2-2-1,适应证选择,字符串,参考备注,"例:""a""","是否有药物治疗适应症(UM-2-2-1-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-2-1选择代码表,
59,UM-2-2-1-1,其他适应证,字符串,参考备注,"例:""填写文字说明""","适应证选择(UM-2-2-1)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
60,UM-2-2-2,治疗药物选择,字符串,参考备注,"例:""a""","是否有药物治疗适应症(UM-2-2-1-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,UM-2-2-2选择代码表,
61,UM-2-2-2-1,其他治疗药物,字符串,参考备注,"例:""填写文字说明""","治疗药物选择(UM-2-2-2)等于""其他（文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
62,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
63,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
64,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
65,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
66,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
67,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
68,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
69,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
70,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
71,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
72,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
73,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于术前使用首剂抗菌药物起始时间;,术后抗菌药物停止使用时间应小于出院日期时间,
74,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
75,CM-1-6-3,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3选择代码表,
76,UM-4-1-1,术中腹腔内出血量(ml),数值,是,例:10,,,,,
77,UM-4-1-2,是否实施输血,字符串,是,"例:""y""",见,UM-4-1-2选择代码表,,,
78,UM-4-1-3,是否实施回收式自体输血,字符串,参考备注,"例:""y""","是否实施输血(UM-4-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-4-1-3选择代码表,
79,UM-4-1-4,用血类别的选择,字符串,参考备注,"例:""a""","是否实施输血(UM-4-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-4-1-4选择代码表,
80,UM-4-1-2-1,输血量(ml),数值,参考备注,例:10,"是否实施输血(UM-4-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
81,UM-4-1-3-1,其中：回收式自体输血量(ml),数值,参考备注,例:10,"是否实施回收式自体输血(UM-4-1-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
82,UM-4-2-1,是否实施储存式自体输血,字符串,参考备注,"例:""y""","是否实施输血(UM-4-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,UM-4-2-1选择代码表,
83,UM-4-2-1-1,其中：储存式自体输血量(ml),数值,参考备注,例:10,"是否实施储存式自体输血(UM-4-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
84,CM-2-1,是否有治疗中、治疗后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
85,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有治疗中、治疗后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
86,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
87,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
88,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
89,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
90,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
91,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
92,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
93,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
94,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
95,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
96,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
97,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
98,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""i""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
99,CM-2-3-14,住院患者发生压疮,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""住院患者发生压疮(L89.0至T89.9)""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-14选择代码表,
100,UM-5-1,栓塞、高强度聚焦超声消融技术与热疗技术等治疗后并发症,数组,参考备注,"例:[""a"",""b""]","是否有治疗中、治疗后并发症(CM-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,UM-5-1选择代码表,
101,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有治疗中、治疗后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
102,UM-5-3-1,是否再手术,字符串,参考备注,"例:""UTD""","是否有治疗中、治疗后并发症(CM-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,UM-5-3-1选择代码表,
103,UM-6-1-1,术前：健康辅导,数组,是,"例:[""a"",""b""]",见,UM-6-1-1选择代码表,,,
104,UM-6-1-2,术后：健康辅导,数组,是,"例:[""a"",""b""]",见,UM-6-1-2选择代码表,,,
105,UM-6-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,UM-6-2-1选择代码表,,,
106,UM-6-2-2,出院带药,数组,是,"例:[""a"",""b""]",见,UM-6-2-2选择代码表,,,
107,UM-6-2-3,告知发生紧急情况时求援救治途径,数组,是,"例:[""a"",""b""]",见,UM-6-2-3选择代码表,,,
108,UM-6-2-4,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,UM-6-2-4选择代码表,,,
109,UM-6-2-5,告知何为风险因素与紧急情况,数组,是,"例:[""a"",""b""]",见,UM-6-2-5选择代码表,,,
110,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
111,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
112,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
113,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
114,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
115,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
116,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
117,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
118,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
119,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
120,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
121,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
122,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
123,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
124,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
125,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
126,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
127,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
128,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
129,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
130,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
131,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
132,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
133,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
134,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
135,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
136,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
137,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
138,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
139,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
140,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
141,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
142,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
143,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
144,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
145,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
146,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
147,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
148,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
149,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
150,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
151,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
152,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
153,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
154,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
155,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
156,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
157,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
158,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
