序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
33,APL-1-1-1,血液常规、生化、凝血检查,数组,是,"例:[""a"",""b""]",见,APL-1-1-1选择代码表,,,
34,APL-1-1-1-1,血液常规、生化、凝血其他检查,字符串,参考备注,"例:""填写文字说明""","血液常规、生化、凝血检查(APL-1-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
35,APL-1-1-2,是否进行骨髓检查,字符串,是,"例:""y""",见,APL-1-1-2选择代码表,,,
36,APL-1-1-3,细胞遗传学及分子生物学检查,数组,是,"例:[""a"",""b""]",见,APL-1-1-3选择代码表,,,
37,APL-1-1-3-1,细胞遗传学及分子生物学其他检查,字符串,参考备注,"例:""填写文字说明""","细胞遗传学及分子生物学检查(APL-1-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
38,APL-1-1-4,脑脊液检查,数组,是,"例:[""a"",""b""]",见,APL-1-1-4选择代码表,,,
39,APL-1-1-5-1,脑脊液其他检查,字符串,参考备注,"例:""填写文字说明""","脑脊液检查(APL-1-1-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
40,APL-1-1-5,上述四项，最末一项检查完成日期,字符串,是,"例:""1970-01-01""",,,,,
41,APL-1-1-6,影像学检查,数组,是,"例:[""a"",""b""]",见,APL-1-1-6选择代码表,,,
42,APL-1-1-6-1,影像学其他检查,字符串,参考备注,"例:""填写文字说明""","影像学检查(APL-1-1-6)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
43,APL-2-1-1,诊断符合标准,数组,是,"例:[""a"",""oth""]",见,APL-2-1-1选择代码表,,,
44,APL-2-1-1-1,其他疾病诊断,字符串,参考备注,"例:""填写文字说明""","诊断符合标准(APL-2-1-1)等于""患者同时具有其他疾病诊断时，但在住院期间不需要特殊处理""(oth)时必填;","诊断符合标准(APL-2-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,
45,APL-2-1-2,临床危险度分层,字符串,参考备注,"例:""a""","诊断符合标准(APL-2-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-2-1-2选择代码表,
46,APL-3-1-1,是否有诱导期化疗前准备,字符串,是,"例:""y""",见,APL-3-1-1选择代码表,,,
47,APL-3-1-2,化疗前准备,数组,参考备注,"例:[""a"",""b""]","是否有诱导期化疗前准备(APL-3-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-1-2选择代码表,
48,APL-3-1-2-1,化疗前其他治疗用药,字符串,参考备注,"例:""填写文字说明""","化疗前准备(APL-3-1-2)等于""其他治疗用药""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
49,APL-3-2-1,用药分组的选择,字符串,是,"例:""a""",见,APL-3-2-1选择代码表,,,
50,APL-3-2-2,低危组--诱导治疗用药的选择,数组,参考备注,"例:[""a"",""b""]","用药分组的选择(APL-3-2-1)等于""低危组 诱导治疗用药""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-2选择代码表,
51,APL-3-2-2-1,全反式维甲酸,数组,参考备注,"例:[""a"",""oth""]","低危组--诱导治疗用药的选择(APL-3-2-2)等于""全反式维甲酸（ATRA）""(a)时必填;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-2-1选择代码表
52,APL-3-2-2-2,其他全反式维甲酸用药(mg/m²/d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸(APL-3-2-2-1)等于""其他全反式维甲酸（ATRA）用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药填写值应大于等于0,
53,APL-3-2-2-3,其他全反式维甲酸用药天数(d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸(APL-3-2-2-1)等于""其他全反式维甲酸（ATRA）用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0,
54,APL-3-2-2-4,三氧化二砷,数组,参考备注,"例:[""a"",""oth""]","低危组--诱导治疗用药的选择(APL-3-2-2)等于""三氧化二砷（ATO）""(b)时必填;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-2-4选择代码表
55,APL-3-2-2-5,其他三氧化二砷用药(mg/kg/d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(APL-3-2-2-4)等于""其他三氧化二砷用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药填写值应大于等于0,
56,APL-3-2-2-6,其他三氧化二砷用药天数(d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(APL-3-2-2-4)等于""其他三氧化二砷用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药天数填写值应大于等于0,
57,APL-3-2-2-7,复方黄黛片,数组,参考备注,"例:[""a"",""oth""]","低危组--诱导治疗用药的选择(APL-3-2-2)等于""复方黄黛片（RIF）""(c)时必填;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-2-7选择代码表
58,APL-3-2-2-8,其他复方黄黛片用药(mg/kg/d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","复方黄黛片(APL-3-2-2-7)等于""其他复方黄黛片用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他其他复方黄黛片用药填写值应大于等于0,
59,APL-3-2-2-9,其他复方黄黛片用药天数(d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","复方黄黛片(APL-3-2-2-7)等于""其他复方黄黛片用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他复方黄黛片用药天数填写值应大于等于0,
60,APL-3-2-2-10,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","低危组--诱导治疗用药的选择(APL-3-2-2)等于""其他治疗用药""(oth)时必填;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
61,APL-3-2-2-11,其他治疗用药(mg/m²/d ),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""其他治疗用药""(oth)时可填写;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/kg/d)(APL-3-2-2-12)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
62,APL-3-2-2-12,其他治疗用药(mg/kg/d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""其他治疗用药""(oth)时可填写;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/m²/d )(APL-3-2-2-11)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
63,APL-3-2-2-13,其他治疗用药天数(d),数值,参考备注,例:10,"低危组--诱导治疗用药的选择(APL-3-2-2)等于""其他治疗用药""(oth)时必填;","低危组--诱导治疗用药的选择(APL-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0,
64,APL-3-2-3,高危组--诱导治疗用药的选择,数组,参考备注,"例:[""a"",""b""]","用药分组的选择(APL-3-2-1)等于""高危组 诱导治疗用药""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-3选择代码表,
65,APL-3-2-3-1,全反式维甲酸,数组,参考备注,"例:[""a"",""oth""]","高危组--诱导治疗用药的选择(APL-3-2-3)等于""全反式维甲酸（ATRA）""(a)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-3-1选择代码表
66,APL-3-2-3-2,其他全反式维甲酸用药(mg/m²/d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸(APL-3-2-3-1)等于""其他全反式维甲酸（ATRA）用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药填写值应大于等于0,
67,APL-3-2-3-3,其他全反式维甲酸用药天数(d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","全反式维甲酸(APL-3-2-3-1)等于""其他全反式维甲酸（ATRA）用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他全反式维甲酸用药天数填写值应大于等于0,
68,APL-3-2-3-4,三氧化二砷,数组,参考备注,"例:[""a"",""oth""]","高危组--诱导治疗用药的选择(APL-3-2-3)等于""三氧化二砷（ATO）""(b)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-3-4选择代码表
69,APL-3-2-3-5,其他三氧化二砷用药(mg/kg/d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(APL-3-2-3-4)等于""其他三氧化二砷用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药填写值应大于等于0,
70,APL-3-2-3-6,其他三氧化二砷用药天数(d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","三氧化二砷(APL-3-2-3-4)等于""其他三氧化二砷用药方案""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,其他三氧化二砷用药天数填写值应大于等于0,
71,APL-3-2-3-7,去甲氧柔红霉素,数组,参考备注,"例:[""a"",""oth""]","高危组--诱导治疗用药的选择(APL-3-2-3)等于""去甲氧柔红霉素（IDA）""(c)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-3-7选择代码表
72,APL-3-2-3-8,其他去甲氧柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-3-7)等于""其他去甲氧柔红霉素用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药填写值应大于等于0,
73,APL-3-2-3-9,其他去甲氧柔红霉素用药天数(d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-3-7)等于""其他去甲氧柔红霉素用药方案""(oth)时必填;","其他去甲氧柔红霉素用药每隔日次数(qod)(APL-3-2-3-10)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药天数填写值应大于等于0
74,APL-3-2-3-10,其他去甲氧柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-3-7)等于""其他去甲氧柔红霉素用药方案""(oth)时可填写;","其他去甲氧柔红霉素用药天数(d)(APL-3-2-3-9)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药每隔日次数填写值应大于等于0
75,APL-3-2-3-11,柔红霉素,数组,参考备注,"例:[""a"",""oth""]","高危组--诱导治疗用药的选择(APL-3-2-3)等于""柔红霉素（DNR）""(d)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-3-11选择代码表
76,APL-3-2-3-12,其他柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-3-11)等于""其他柔红霉素用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药填写值应大于等于0,
77,APL-3-2-3-13,其他柔红霉素用药天数(d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-3-11)等于""其他柔红霉素用药方案""(oth)时必填;","其他柔红霉素用药每隔日次数(qod)(APL-3-2-3-14)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药天数填写值应大于等于0
78,APL-3-2-3-14,其他柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-3-11)等于""其他柔红霉素用药方案""(oth)时可填写;","其他柔红霉素用药天数(d)(APL-3-2-3-13)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药每隔日次数填写值应大于等于0
79,APL-3-2-3-15,其他治疗药品名称,字符串,参考备注,"例:""填写文字说明""","高危组--诱导治疗用药的选择(APL-3-2-3)等于""其他治疗用药""(oth)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
80,APL-3-2-3-16,其他治疗用药(mg/m²/d ),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""其他治疗用药""(oth)时可填写;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/kg/d)(APL-3-2-3-17)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
81,APL-3-2-3-17,其他治疗用药(mg/kg/d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""其他治疗用药""(oth)时可填写;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药(mg/m²/d )(APL-3-2-3-16)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药填写值应大于等于0
82,APL-3-2-3-18,其他治疗用药天数(d),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""其他治疗用药""(oth)时必填;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药每隔日次数(qod)(APL-3-2-3-19)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药天数填写值应大于等于0
83,APL-3-2-3-19,其他治疗用药每隔日次数(qod),数值,参考备注,例:10,"高危组--诱导治疗用药的选择(APL-3-2-3)等于""其他治疗用药""(oth)时可填写;","高危组--诱导治疗用药的选择(APL-3-2-3)等于""无法确定或无记录""(UTD)时无需填写;","其他治疗用药天数(d)(APL-3-2-3-18)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他治疗用药每隔日次数填写值应大于等于0
84,APL-3-2-4,减积治疗组--用药的选择,数组,参考备注,"例:[""a"",""b""]","用药分组的选择(APL-3-2-1)等于""减积治疗组 初诊白细胞或诱导后白细胞&gt;10×109/L""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4选择代码表,
85,APL-3-2-4-1,羟基脲,数组,参考备注,"例:[""a"",""oth""]","减积治疗组--用药的选择(APL-3-2-4)等于""羟基脲""(a)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4-1选择代码表
86,APL-3-2-4-2,其他羟基脲用药(mg/kg/d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","羟基脲(APL-3-2-4-1)等于""其他羟基脲用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他羟基脲用药填写值应大于等于0,
87,APL-3-2-4-3,其他羟基脲用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","羟基脲(APL-3-2-4-1)等于""其他羟基脲用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
88,APL-3-2-4-4,阿糖胞苷,数组,参考备注,"例:[""a"",""oth""]","减积治疗组--用药的选择(APL-3-2-4)等于""阿糖胞苷""(b)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4-4选择代码表
89,APL-3-2-4-5,其他阿糖胞苷用药(mg/m²),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","阿糖胞苷(APL-3-2-4-4)等于""其他阿糖胞苷用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他阿糖胞苷用药填写值应大于等于0,
90,APL-3-2-4-6,其他阿糖胞苷用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","阿糖胞苷(APL-3-2-4-4)等于""其他阿糖胞苷用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他阿糖胞苷用药天数填写值应大于等于0,
91,APL-3-2-4-7,高三尖杉酯碱,数组,参考备注,"例:[""a"",""oth""]","减积治疗组--用药的选择(APL-3-2-4)等于""高三尖杉酯碱""(c)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4-7选择代码表
92,APL-3-2-4-8,其他高三尖杉酯碱用药(mg/m²),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","高三尖杉酯碱(APL-3-2-4-7)等于""其他高三尖杉酯碱用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他高三尖杉酯碱用药填写值应大于等于0,
93,APL-3-2-4-9,其他高三尖杉酯碱用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","高三尖杉酯碱(APL-3-2-4-7)等于""其他高三尖杉酯碱用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他高三尖杉酯碱用药天数填写值应大于等于0,
94,APL-3-2-4-10,去甲氧柔红霉素,数组,参考备注,"例:[""a"",""oth""]","减积治疗组--用药的选择(APL-3-2-4)等于""去甲氧柔红霉素（IDA）""(e)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4-10选择代码表
95,APL-3-2-4-11,其他去甲氧柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-4-10)等于""其他去甲氧柔红霉素用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药填写值应大于等于0,
96,APL-3-2-4-12,其他去甲氧柔红霉素用药天数(d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-4-10)等于""其他去甲氧柔红霉素用药方案""(oth)时必填;","其他去甲氧柔红霉素用药每隔日次数(qod)(APL-3-2-4-13)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药天数填写值应大于等于0
97,APL-3-2-4-13,其他去甲氧柔红霉素用药每隔日次数(qod),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","去甲氧柔红霉素(APL-3-2-4-10)等于""其他去甲氧柔红霉素用药方案""(oth)时可填写;","其他去甲氧柔红霉素用药天数(d)(APL-3-2-4-12)大于等于""0""(0)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,其他去甲氧柔红霉素用药每隔日次数填写值应大于等于0
98,APL-3-2-4-14,柔红霉素,数组,参考备注,"例:[""a"",""oth""]","减积治疗组--用药的选择(APL-3-2-4)等于""柔红霉素（DNR）""(f)时必填;","减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,APL-3-2-4-14选择代码表
99,APL-3-2-4-15,其他柔红霉素用药(mg/m²/d),数值,参考备注,例:10,"减积治疗组--用药的选择(APL-3-2-4)等于""无法确定或无记录""(UTD)时无需填写;","柔红霉素(APL-3-2-4-14)等于""其他柔红霉素用药方案""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,其他柔红霉素用药填写值应大于等于0,
