序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
28,ASD-1-1-2-1,左室射血分数（LVEF）评估结果的分层,字符串,否,"例:""a""","是否实施手术前的超声心动图评估(ASD-1-1-1)等于""是""(y)时必填;",见,ASD-1-1-2-1选择代码表,,
29,ASD-1-1-3,房间隔缺损分型,字符串,参考备注,"例:""a""","是否实施手术前的超声心动图评估(ASD-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-1-1-3选择代码表,
30,ASD-1-1-6-3,房间隔缺损的大小,字符串,参考备注,"例:""a""","是否实施手术前的超声心动图评估(ASD-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-1-1-6-3选择代码表,
31,ASD-1-1-6-4,房间隔缺损直径(mm),数值,参考备注,例:10,"房间隔缺损的大小(ASD-1-1-6-3)等于""直径""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
32,ASD-1-1-4,多普勒血流,字符串,参考备注,"例:""a""","是否实施手术前的超声心动图评估(ASD-1-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-1-1-4选择代码表,
33,ASD-1-1-7-1,肺循环和体循环血流量比值,字符串,参考备注,"例:""a""","是否实施手术前的超声心动图评估(ASD-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-1-1-7-1选择代码表,
34,ASD-1-1-7-2,肺循环血流量,数值,参考备注,例:10,"肺循环和体循环血流量比值(ASD-1-1-7-1)等于""比值""(a)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
35,ASD-1-1-7-3,体循环血流量,数值,参考备注,例:10,"肺循环和体循环血流量比值(ASD-1-1-7-1)等于""比值""(a)时可填写;",若该字段无相应取值，则接口中不必提交该字段,体循环血流量填写值应大于0,,
36,ASD-1-1-7-4,肺循环血流量/体循环血流量比值(QP/QS),数值,否,例:10,若该字段无相应取值，则接口中不必提交该字段,"数字计算公式:肺循环血流量(ASD-1-1-7-2)/体循环血流量(ASD-1-1-7-3),单位:小数",,,
37,ASD-1-2-1,是否实施手术前的心导管检查评估,字符串,是,"例:""y""",见,ASD-1-2-1选择代码表,,,
38,ASD-1-2-2-3,肺循环血量/体循环血量比值,字符串,参考备注,"例:""a""","是否实施手术前的心导管检查评估(ASD-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-1-2-2-3选择代码表,
39,ASD-1-2-2-1,肺循环血量,数值,参考备注,例:10,"肺循环血量/体循环血量比值(ASD-1-2-2-3)等于""比值""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,肺循环血量填写值应大于等于0,,
40,ASD-1-2-2-2,体循环血量,数值,参考备注,例:10,"肺循环血量/体循环血量比值(ASD-1-2-2-3)等于""比值""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,体循环血量填写值应大于0,,
41,ASD-1-2-2,肺循环血量/体循环血量比值(QP/QS),数值,否,例:10,若该字段无相应取值，则接口中不必提交该字段,"数字计算公式:肺循环血量(ASD-1-2-2-1)/体循环血量(ASD-1-2-2-2),单位:小数",,,
42,ASD-2-1-1,ASD适应证,字符串,是,"例:""a""",见,ASD-2-1-1选择代码表,,,
43,ASD-2-1-1-1,其他ASD适应证,字符串,参考备注,"例:""填写文字说明""","ASD适应证(ASD-2-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
44,ASD-2-1-2,手术方法的选择,字符串,是,"例:""a""",见,ASD-2-1-2选择代码表,,,
45,ASD-2-1-2-1,其他手术方法,字符串,参考备注,"例:""填写文字说明""","手术方法的选择(ASD-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
46,ASD-2-1-3,常用房间隔缺损封堵器的材料,字符串,是,"例:""a""",见,ASD-2-1-3选择代码表,,,
47,ASD-2-1-3-1,其他封堵器材料,字符串,参考备注,"例:""填写文字说明""","常用房间隔缺损封堵器的材料(ASD-2-1-3)等于""其他封堵器材料""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
48,ASD-3-1-0,是否使用体外循环,字符串,是,"例:""y""",见,ASD-3-1-0选择代码表,,,
49,ASD-3-1-1,起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用体外循环(ASD-3-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
50,ASD-3-1-2,终止日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用体外循环(ASD-3-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
51,ASD-3-2-1-1,术中是否再次阻断主动脉,字符串,是,"例:""y""",见,ASD-3-2-1-1选择代码表,,,
52,ASD-3-2-1,术中使用经食道超声,字符串,是,"例:""y""",见,ASD-3-2-1选择代码表,,,
53,ASD-3-2-1-2,术毕食道超声评价是否存在残余分流,字符串,参考备注,"例:""y""","术中使用经食道超声(ASD-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-3-2-1-2选择代码表,
54,ASD-3-3-1,是否围术期使用血制品,字符串,是,"例:""y""",见,ASD-3-3-1选择代码表,,,
55,ASD-3-3-2,其中:全血量(ml),数值,参考备注,例:10,"是否围术期使用血制品(ASD-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
56,ASD-3-3-3,其中:红细胞量(ml),数值,参考备注,例:10,"是否围术期使用血制品(ASD-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
57,ASD-3-3-4,其中:血浆量(ml),数值,参考备注,例:10,"是否围术期使用血制品(ASD-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
58,ASD-3-3-5,其中:血小板量(ml),数值,参考备注,例:10,"是否围术期使用血制品(ASD-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
59,ASD-3-3-6,临床用血总量(ml),数值,否,例:10,"是否围术期使用血制品(ASD-3-3-1)等于""是""(y)时可填写;","数字计算公式:其中:全血量(ml)(ASD-3-3-2)+其中:红细胞量(ml)(ASD-3-3-3)其中:血浆量(ml)(ASD-3-3-4)其中:血小板量(ml)(ASD-3-3-5),单位:整数",,,
60,ASD-3-4-1,术后是否实施机械通气,字符串,是,"例:""y""",见,ASD-3-4-1选择代码表,,,
61,ASD-3-4-2,起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","术后是否实施机械通气(ASD-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
62,ASD-3-4-3,终止日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","术后是否实施机械通气(ASD-3-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
63,ASD-3-4-4,术后机械通气时间≥24小时,字符串,否,"例:""y""","术后是否实施机械通气(ASD-3-4-1)等于""是""(y)时必填;",见,ASD-3-4-4选择代码表,,
64,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
65,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
66,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
67,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
68,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他（需注明抗菌药物名称）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
69,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
70,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
71,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
72,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
73,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
74,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
75,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
76,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
77,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
78,ASD-5-1-1,是否有术后活动性出血或血肿,字符串,是,"例:""y""",见,ASD-5-1-1选择代码表,,,
79,ASD-5-1-2,术后活动性出血或血肿主要情况,字符串,参考备注,"例:""a""","是否有术后活动性出血或血肿(ASD-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-5-1-2选择代码表,
80,ASD-5-1-3,是否再手术,字符串,参考备注,"例:""y""","是否有术后活动性出血或血肿(ASD-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-5-1-3选择代码表,
81,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
82,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
83,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
84,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
85,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
86,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
87,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
88,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
89,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
90,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
91,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
92,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
93,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
94,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
95,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
96,CM-2-3-14,住院患者/患儿家长发生压疮,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""住院患者/患儿家长发生压疮(L89.0至L89.9)""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-14选择代码表,
97,CM-2-3-15,循环系统术后并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""循环系统术后并发症(I97.0至I97.9)""(o)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-15选择代码表,
98,CM-2-3-16,心脏和血管植入物的并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""心脏和血管植入物的并发症（不包括脓毒症）(T82.0至T82.9)""(p)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-16选择代码表,
99,CM-2-3-17,术后并发脑卒中/脑血管事件,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""术后并发脑卒中/脑血管事件(I61-I64)""(q)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-17选择代码表,
100,CM-2-3,心脏手术后特指并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""1"",""2""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3选择代码表,
101,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
102,ASD-7-1-0,是否进行术前健康教育，且有记录可追踪,字符串,是,"例:""y""",见,ASD-7-1-0选择代码表,,,
103,ASD-7-1-1,手术前健康教育项目的选择,数组,参考备注,"例:[""a"",""b""]","是否进行术前健康教育，且有记录可追踪(ASD-7-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-7-1-1选择代码表,
104,ASD-7-2-1,"出院时,告知患者/患儿家长高危因素本人评估结果",字符串,是,"例:""y""",见,ASD-7-2-1选择代码表,,,
105,ASD-7-2-2,常见高危因素的选择,数组,参考备注,"例:[""a"",""b""]","出院时,告知患者/患儿家长高危因素本人评估结果(ASD-7-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,ASD-7-2-2选择代码表,
106,ASD-7-3-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,ASD-7-3-1选择代码表,,,
107,ASD-7-3-2,出院带药: 坚持抗凝治疗,数组,是,"例:[""a"",""b""]",见,ASD-7-3-2选择代码表,,,
108,ASD-7-3-3,告知发生紧急情况时求援救治途径,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,ASD-7-3-3选择代码表,,
109,ASD-7-3-4,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,ASD-7-3-4选择代码表,,,
110,ASD-7-3-5,告知何为风险因素与紧急情况,数组,是,"例:[""a"",""b""]",见,ASD-7-3-5选择代码表,,,
111,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
112,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
113,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂缝线（用文字说明名称）""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
114,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
115,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
116,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
117,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
118,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
119,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
120,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
121,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
122,CM-5-2-2,患者/患儿家长推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
123,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
124,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
125,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
126,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
127,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
128,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
129,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
130,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
131,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
132,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
133,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
134,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
135,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
136,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
137,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
138,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
139,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
140,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
141,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
142,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
143,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
144,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
145,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
146,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
147,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
148,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
149,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
150,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
151,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
152,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
153,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
154,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
