序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
24,CM-0-2-5-1,入住ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,,,,
25,CM-0-2-5-2,离开ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,离开ICU日期时间应大于入住ICU日期时间,,,
26,CM-0-2-6-1,手术开始（切皮）日期时间,字符串,是,"例:""1970-01-01 12:00""",手术开始日期时间应大于入院日期时间,,,,
27,CM-0-2-6-2,手术结束（缝皮结束）日期时间,字符串,是,"例:""1970-01-01 12:00""",手术结束日期时间应大于手术开始日期时间;,手术结束日期时间应小于出院日期时间,,,
28,CM-0-3-1,费用支付方式,字符串,是,"例:""a""",见,CM-0-3-1选择代码表,,,
29,CM-0-3-2,收入住院途径,字符串,是,"例:""a""",见,CM-0-3-2选择代码表,,,
30,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
31,GLI-1-1-1,是否实施首次头部影像学检查,字符串,是,"例:""y""",见,GLI-1-1-1选择代码表,,,
32,GLI-1-1-2,实施头部影像学检查项目,数组,参考备注,"例:[""a"",""b""]","是否实施首次头部影像学检查(GLI-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-1-1-2选择代码表,
33,GLI-1-1-3,完成头部影像学检查报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次头部影像学检查(GLI-1-1-1)等于""是""(y)时必填;","实施头部影像学检查项目(GLI-1-1-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
34,GLI-2-1-1-2,是否进行手术前影像学评估,字符串,是,"例:""y""",见,GLI-2-1-1-2选择代码表,,,
35,GLI-2-1-1,手术前影像学评估方法,字符串,参考备注,"例:""a""","是否进行手术前影像学评估(GLI-2-1-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-2-1-1选择代码表,
36,GLI-2-1-1-1,其它影像学评估,字符串,参考备注,"例:""填写文字说明""","手术前影像学评估方法(GLI-2-1-1)等于""其他需要记录的内容方面""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
37,GLI-2-1-2-2,是否实施手术前神经功能评估,字符串,是,"例:""y""",见,GLI-2-1-2-2选择代码表,,,
38,GLI-2-1-2,手术前神经功能评估的方法,数组,参考备注,"例:[""a"",""b""]","是否实施手术前神经功能评估(GLI-2-1-2-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-2-1-2选择代码表,
39,GLI-2-1-2-1,其它神经功能评估,字符串,参考备注,"例:""填写文字说明""","手术前神经功能评估的方法(GLI-2-1-2)等于""其他需要记录的内容方面""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
40,GLI-2-1-3-2,是否实施手术前癫痫评估,字符串,是,"例:""y""",见,GLI-2-1-3-2选择代码表,,,
41,GLI-2-1-3,术前癫痫评估,数组,参考备注,"例:[""a"",""b""]","是否实施手术前癫痫评估(GLI-2-1-3-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-2-1-3选择代码表,
42,GLI-2-1-3-1,其它癫痫评估,字符串,参考备注,"例:""填写文字说明""","术前癫痫评估(GLI-2-1-3)等于""其他需要记录的内容方面""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
43,GLI-2-1-4,是否告知患者或者家属，手术必要性及原在相关风险的知情同意,字符串,是,"例:""y""",见,GLI-2-1-4选择代码表,,,
44,GLI-3-1-1,手术治疗方式选择,字符串,是,"例:""a""",见,GLI-3-1-1选择代码表,,,
45,GLI-3-2-1,肿瘤切除手术适应证,数组,参考备注,"例:[""a"",""b""]","手术治疗方式选择(GLI-3-1-1)等于""肿瘤切除术""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-2-1选择代码表,
46,GLI-3-2-2,是否有开颅手术的禁忌证,字符串,参考备注,"例:""y""","手术治疗方式选择(GLI-3-1-1)等于""肿瘤切除术""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-2-2选择代码表,
47,GLI-3-2-3,禁忌证,数组,参考备注,"例:[""a"",""b""]","是否有开颅手术的禁忌证(GLI-3-2-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-2-3选择代码表,
48,GLI-3-3-1,病理活检术适应证,字符串,参考备注,"例:""a""","手术治疗方式选择(GLI-3-1-1)等于""病理活检术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-3-1选择代码表,
49,GLI-3-3-2,是否有病理活检手术的禁忌证,字符串,参考备注,"例:""y""","手术治疗方式选择(GLI-3-1-1)等于""病理活检术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-3-2选择代码表,
50,GLI-3-3-3,禁忌证的选择,数组,参考备注,"例:[""a"",""b""]","是否有病理活检手术的禁忌证(GLI-3-3-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-3-3选择代码表,
51,GLI-3-3-4,病理活检手术方式,数组,参考备注,"例:[""a"",""b""]","是否有病理活检手术的禁忌证(GLI-3-3-2)等于""否""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-3-3-4选择代码表,
52,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
53,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
54,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
55,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
56,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
57,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
58,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
59,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
60,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
61,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
62,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
63,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
64,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
65,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
66,GLI-5-1-1-1,术中是否实施神经功能保护措施,字符串,是,"例:""y""",见,GLI-5-1-1-1选择代码表,,,
67,GLI-5-1-1,哪种类型脑肿瘤需要术中使用的神经功能保护措施,数组,参考备注,"例:[""a"",""b""]","术中是否实施神经功能保护措施(GLI-5-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-5-1-1选择代码表,
68,GLI-5-1-2,术中使用的神经功能保护措施,数组,参考备注,"例:[""a"",""b""]","术中是否实施神经功能保护措施(GLI-5-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-5-1-2选择代码表,
69,GLI-5-1-4,是否进行术中肿瘤切除率评估,字符串,是,"例:""y""",见,GLI-5-1-4选择代码表,,,
70,GLI-5-1-3,术中肿瘤切除情况,字符串,参考备注,"例:""a""","是否进行术中肿瘤切除率评估(GLI-5-1-4)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-5-1-3选择代码表,
71,GLI-6-1-1,手术中出血量 (ml),数值,是,例:10,,,,,
72,GLI-6-1-2,手术中输血量 (ml),数值,是,例:10,,,,,
73,GLI-6-1-3,手术后出血量 (ml),数值,是,例:10,,,,,
74,GLI-6-1-4,手术后输血量 (ml),数值,是,例:10,,,,,
75,GLI-6-2-1,全血 (ml),数值,是,例:10,,,,,
76,GLI-6-2-2,成份血 (ml),数值,是,例:10,,,,,
77,GLI-6-2-3,血浆 (ml),数值,是,例:10,,,,,
78,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
79,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
80,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
81,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
82,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
83,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
84,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
85,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
86,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
87,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
88,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
89,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
90,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
91,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
92,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
93,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
94,CM-2-3-14,住院患者发生压疮,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""住院患者发生压疮""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-14选择代码表,
95,CM-2-3-15,术后急性肾功能损害,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""术后急性肾功能损害""(o)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-15选择代码表,
96,CM-2-5,GLI术后特指并发症,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-5选择代码表,
97,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
98,CM-2-6,是否为手术后再手术,字符串,参考备注,"例:""y""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-6选择代码表,
99,GLI-8-1-1,是否进行复查头颅平扫CT,字符串,是,"例:""y""",见,GLI-8-1-1选择代码表,,,
100,GLI-8-1-2,评估日期时间,字符串,参考备注,"例:""1970-01-01""","是否进行复查头颅平扫CT(GLI-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
101,GLI-8-1-3,评估结果,数组,参考备注,"例:[""a"",""b""]","是否进行复查头颅平扫CT(GLI-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-8-1-3选择代码表,
102,GLI-8-1-3-1,其他评估结果,字符串,参考备注,"例:""填写文字说明""","评估结果(GLI-8-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
103,GLI-8-1-4,是否需要二次手术,字符串,参考备注,"例:""y""","是否进行复查头颅平扫CT(GLI-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-8-1-4选择代码表,
104,GLI-8-2-1,是否实施MRI T1/T2加权平扫+ FLAIR+DWI+增强扫描影像学评估,字符串,是,"例:""y""",见,GLI-8-2-1选择代码表,,,
105,GLI-8-2-2,影像学评估日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施MRI T1/T2加权平扫+ FLAIR+DWI+增强扫描影像学评估(GLI-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
106,GLI-8-2-3,影像学检测复查评估,字符串,是,"例:""a""",见,GLI-8-2-3选择代码表,,,
107,GLI-8-2-3-1-1,肿瘤全切率(%),数值,参考备注,例:10,"影像学检测复查评估(GLI-8-2-3)等于""高级别胶质瘤评估""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
108,GLI-8-2-3-1-2,高级别胶质瘤评估标准,字符串,否,"例:""a""","影像学检测复查评估(GLI-8-2-3)等于""高级别胶质瘤评估""(a)时必填;",见,GLI-8-2-3-1-2选择代码表,,
109,GLI-8-2-3-2-1,肿瘤全切率 (%),数值,参考备注,例:10,"影像学检测复查评估(GLI-8-2-3)等于""低级别胶质瘤评估""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
110,GLI-8-2-3-2-2,低级别胶质瘤评估标准,字符串,否,"例:""a""","影像学检测复查评估(GLI-8-2-3)等于""低级别胶质瘤评估""(b)时必填;",见,GLI-8-2-3-2-2选择代码表,,
111,GLI-9-1-1,病理诊断报告基本内容,数组,是,"例:[""a"",""b""]",见,GLI-9-1-1选择代码表,,,
112,GLI-9-1-1-1,其它诊断报告基本内容,字符串,参考备注,"例:""填写文字说明""","病理诊断报告基本内容(GLI-9-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
113,GLI-9-1-4,病理诊断报告日期时间,字符串,是,"例:""1970-01-01 12:00""",,,,,
114,GLI-9-1-2,病理诊断是否按照2016 CNS WHO肿瘤分类标准的名称,字符串,是,"例:""y""",见,GLI-9-1-2选择代码表,,,
115,GLI-9-1-3,病理诊断名称符合2016 CNS WHO肿瘤分类标准,字符串,参考备注,"例:""a""","病理诊断是否按照2016 CNS WHO肿瘤分类标准的名称(GLI-9-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3选择代码表,
116,GLI-9-1-3-1,弥漫性星形细胞和少突胶质细胞肿瘤,字符串,参考备注,"例:""a""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""弥漫性星形细胞和少突胶质细胞肿瘤""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3-1选择代码表,
117,GLI-9-1-3-2,其他星形细胞肿瘤,字符串,参考备注,"例:""a""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""其他星形细胞肿瘤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3-2选择代码表,
118,GLI-9-1-3-3,室管膜肿瘤,字符串,参考备注,"例:""a""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""室管膜肿瘤""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3-3选择代码表,
119,GLI-9-1-3-4,其它胶质瘤,字符串,参考备注,"例:""a""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""其它胶质瘤""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3-4选择代码表,
120,GLI-9-1-3-5,脉络丛肿瘤,字符串,参考备注,"例:""a""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""脉络丛肿瘤""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-9-1-3-5选择代码表,
121,GLI-9-1-3-6,其它病理诊断分级名称,字符串,参考备注,"例:""填写文字说明""","病理诊断名称符合2016 CNS WHO肿瘤分类标准(GLI-9-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
122,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
123,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
124,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
125,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
126,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
127,GLI-11-1-1,是否为Ⅱ级以上（含WHOⅡ级）肿瘤,字符串,是,"例:""y""",见,GLI-11-1-1选择代码表,,,
128,GLI-11-1-2,是否进行免疫组化检测,字符串,参考备注,"例:""y""","是否为Ⅱ级以上（含WHOⅡ级）肿瘤(GLI-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-11-1-2选择代码表,
129,GLI-11-1-3,是否进行分子病理学检测,字符串,参考备注,"例:""y""","是否为Ⅱ级以上（含WHOⅡ级）肿瘤(GLI-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-11-1-3选择代码表,
130,GLI-11-1-4,检测内容,数组,参考备注,"例:[""a"",""b""]","是否为Ⅱ级以上（含WHOⅡ级）肿瘤(GLI-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-11-1-4选择代码表,
131,GLI-12-1-1,出院前存在功能残损,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-12-1-1选择代码表,
132,GLI-12-1-1-1,其它功能残损,字符串,参考备注,"例:""填写文字说明""","出院前存在功能残损(GLI-12-1-1)等于""其他""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,
133,GLI-12-1-2,出院前是否完成KPS评分,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-12-1-2选择代码表,
134,GLI-12-1-3,KPS评分要素,字符串,参考备注,"例:""a""","出院前是否完成KPS评分(GLI-12-1-2)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-12-1-3选择代码表
135,GLI-13-1-2-1,行走评估结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-1选择代码表,
136,GLI-13-1-2-2,呼吸评估结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-2选择代码表,
137,GLI-13-1-2-3,饮食评估结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-3选择代码表,
138,GLI-13-1-2-4,吞咽评估结果,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GLI-13-1-2-4选择代码表,
