序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
28,GC-1-2-2,原发肿瘤（T）分期,字符串,参考备注,"例:""a""","治疗前是否完成临床 TNM分期(GC-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-1-2-2选择代码表,
29,GC-1-2-3,区域淋巴结（N）分期,字符串,参考备注,"例:""a""","治疗前是否完成临床 TNM分期(GC-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-1-2-3选择代码表,
30,GC-1-2-4,远处转移（M）分期,字符串,参考备注,"例:""a""","治疗前是否完成临床 TNM分期(GC-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-1-2-4选择代码表,
31,GC-1-2-5,胃癌治疗前 cTNM 分期结论,字符串,参考备注,"例:""a""","治疗前是否完成临床 TNM分期(GC-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,GC-1-2-5选择代码表,
32,GC-1-3-1-1,治疗前是否完成胃癌CT分期,字符串,是,"例:""y""",见,GC-1-3-1-1选择代码表,,,
33,GC-1-3-1,cT分期病理学定义,字符串,参考备注,"例:""a""","治疗前是否完成胃癌CT分期(GC-1-3-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-1-3-1选择代码表,
34,GC-1-4-1-1,治疗前是否完成胃癌超声内镜（EUS）分期,字符串,是,"例:""y""",见,GC-1-4-1-1选择代码表,,,
35,GC-1-4-1,uT分期病理学定义,字符串,参考备注,"例:""a""","治疗前是否完成胃癌超声内镜（EUS）分期(GC-1-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-1-4-1选择代码表,
36,GC-1-5-1,是否是治疗前接受过2个或以上治疗科室会诊的患者,字符串,是,"例:""y""",见,GC-1-5-1选择代码表,,,
37,GC-2-2-1,治疗前是否有病理组织形态学/细胞学诊断报告,字符串,是,"例:""y""",见,GC-2-2-1选择代码表,,,
38,GC-2-2-2,采集组织或细胞学标本来源途径,字符串,参考备注,"例:""a""","治疗前是否有病理组织形态学/细胞学诊断报告(GC-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-2-2-2选择代码表,
39,GC-2-2-2-1,其他细胞学标本来源途径,字符串,参考备注,"例:""填写文字说明""","采集组织或细胞学标本来源途径(GC-2-2-2)等于""其他来源标本""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过20个文字说明,,
40,GC-2-2-3,是否有pTNM 临床分期结论,字符串,参考备注,"例:""y""","治疗前是否有病理组织形态学/细胞学诊断报告(GC-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-2-2-3选择代码表,
41,GC-2-2-4,pTNM 临床分期结论,字符串,参考备注,"例:""a""","是否有pTNM 临床分期结论(GC-2-2-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-2-2-4选择代码表,
42,GC-2-2-4-2,病理组织形态学/细胞学诊断报告单pTNM 临床分期结论距本次治疗前的时限,字符串,参考备注,"例:""a""","是否有pTNM 临床分期结论(GC-2-2-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-2-2-4-2选择代码表,
43,GC-3-1-0,是否治疗手术,字符串,是,"例:""y""",见,GC-3-1-0选择代码表,,,
44,GC-3-1-1-1,手术路径的选择,字符串,参考备注,"例:""a""","是否治疗手术(GC-3-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-1-1-1选择代码表,
45,GC-3-1-2-2,手术其他路径,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
46,GC-3-1-1-2,术中探及胃癌病变涉及的范围,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-1-1-2选择代码表
47,GC-3-1-2-1,手术治疗符合原则规范选择,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-1-2-1选择代码表
48,GC-3-1-2-3,根治性手术治疗符合原则规范,数组,参考备注,"例:[""a"",""b""]","手术治疗符合原则规范选择(GC-3-1-2-1)等于""根治性手术治疗符合原则规范""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-1-2-3选择代码表,
49,GC-3-1-2-4,非根治性手术治疗符合原则规范,数组,参考备注,"例:[""a"",""b""]","手术治疗符合原则规范选择(GC-3-1-2-1)等于""非根治性手术治疗符合原则规范""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-1-2-4选择代码表,
50,GC-3-2-1,实施的胃癌根治性术式的选择,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-2-1选择代码表
51,GC-3-2-2,术后消化道重建的方式的选择,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-2-2选择代码表
52,GC-3-2-2-1,其他术后消化道重建的方式,字符串,参考备注,"例:""填写文字说明""","术后消化道重建的方式的选择(GC-3-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
53,GC-3-3-3,安全切缘符合的要求,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-3-3选择代码表
54,GC-3-3-1,胃癌手术中达到安全切缘是否有证实措施,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-3-1选择代码表
55,GC-3-3-2,记入手术记录中安全切缘证实措施的选择,数组,参考备注,"例:[""a"",""b""]","胃癌手术中达到安全切缘是否有证实措施(GC-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-3-3-2选择代码表,
56,GC-3-4-1,是否使用各种吻合器,字符串,参考备注,"例:""UTD""","手术路径的选择(GC-3-1-1-1)等于""开腹手术""(a)时必填;","手术路径的选择(GC-3-1-1-1)等于""腹腔镜下手术""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,GC-3-4-1选择代码表
57,GC-4-2-1,是否进行手术淋巴结清扫,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GC-4-2-1选择代码表,
58,GC-4-2-2,淋巴结清扫组别,数组,参考备注,"例:[""1"",""2""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否进行手术淋巴结清扫(GC-4-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-4-2-2选择代码表
59,GC-4-2-3,淋巴结清扫范围达到层别的结论,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否进行手术淋巴结清扫(GC-4-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-4-2-3选择代码表
60,GC-5-1-1,是否有病理学诊断,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-1-1选择代码表,
61,GC-5-1-2,采集组织或细胞学标本途经的选择,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-1-2选择代码表
62,GC-5-4-1,肿瘤,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-1选择代码表
63,GC-5-4-1-1,其他肿瘤,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","肿瘤(GC-5-4-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
64,GC-5-4-2,切缘,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-2选择代码表
65,GC-5-4-2-1,其他切缘,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","切缘(GC-5-4-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
66,GC-5-4-3,区域淋巴结,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-3选择代码表
67,GC-5-4-3-1,其他区域淋巴结,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","区域淋巴结(GC-5-4-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
68,GC-5-4-4,特殊的辅助检查结果,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-4选择代码表
69,GC-5-4-4-1,其他特殊的辅助检查结果,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","特殊的辅助检查结果(GC-5-4-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
70,GC-5-4-5,是否有远处转移,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-5选择代码表
71,GC-5-4-6,其他病理所见,数组,参考备注,"例:[""a"",""b""]","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-6选择代码表
72,GC-5-4-6-1,其他病理,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","其他病理所见(GC-5-4-6)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
73,GC-5-4-7,是否有其他组织/器官,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-7选择代码表
74,GC-5-4-8,是否上级医院会诊,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-8选择代码表
75,GC-5-4-9,是否有新辅助治疗反应,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-4-9选择代码表
76,GC-5-2-1,是否有胃癌病理pTNM分期,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-2-1选择代码表
77,GC-5-2-3,pTNM 分期结论,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有胃癌病理pTNM分期(GC-5-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-2-3选择代码表
78,GC-5-3-1,是否有组织学分级（G）,字符串,参考备注,"例:""y""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有病理学诊断(GC-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-3-1选择代码表
79,GC-5-3-2,组织学分级（G）,字符串,参考备注,"例:""a""","手术路径的选择(GC-3-1-1-1)等于""内镜下治疗""(c)时无需填写;","是否有组织学分级（G）(GC-5-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-5-3-2选择代码表
80,GC-6-4-1,是否为 0-IA期胃癌,字符串,是,"例:""UTD""",默认初始化值:UTD见,GC-6-4-1选择代码表,,,
81,GC-6-4-2,是否选择内镜下治疗胃癌,字符串,参考备注,"例:""y""","是否为 0-IA期胃癌(GC-6-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-4-2选择代码表,
82,GC-6-1-1,是否有术前评估,字符串,参考备注,"例:""y""","是否选择内镜下治疗胃癌(GC-6-4-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-1-1选择代码表,
83,GC-6-1-2,术前评估内容,数组,参考备注,"例:[""a"",""b""]","是否有术前评估(GC-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-1-2选择代码表,
84,GC-6-1-3,治疗的适应证,字符串,参考备注,"例:""a""","是否有术前评估(GC-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-1-3选择代码表,
85,GC-6-2-1,是否有内镜治疗禁忌证,字符串,参考备注,"例:""y""","是否有术前评估(GC-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-2-1选择代码表,
86,GC-6-2-2,治疗禁忌证,字符串,参考备注,"例:""a""","是否有内镜治疗禁忌证(GC-6-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-2-2选择代码表,
87,GC-6-2-2-1,其他治疗禁忌证,字符串,参考备注,"例:""填写文字说明""","治疗禁忌证(GC-6-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
88,GC-6-3-1,术式选择,字符串,参考备注,"例:""a""","是否有内镜治疗禁忌证(GC-6-2-1)等于""是""(y)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,GC-6-3-1选择代码表,
89,GC-6-3-1-1,其他术式选择,字符串,参考备注,"例:""填写文字说明""","是否有内镜治疗禁忌证(GC-6-2-1)等于""是""(y)时无需填写;","术式选择(GC-6-3-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,
90,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
91,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
92,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
93,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
94,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
95,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
96,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
97,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
98,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
99,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
100,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
101,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于术后抗菌药物开始使用时间;,术前使用首剂抗菌药物起始时间应小于出院日期时间,
102,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
103,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
104,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
105,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
106,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
107,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
108,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
109,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
110,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
111,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
112,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
113,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
114,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
115,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
116,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
117,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
118,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
119,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
120,CM-2-2-1,胃癌手术特指的并发症,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2-1选择代码表,
121,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
122,GC-8-2-1,是否是非计划二次手术,字符串,参考备注,"例:""UTD""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,GC-8-2-1选择代码表,
