序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
23,CM-0-2-4-2,出院日期时间,字符串,是,"例:""1970-01-01 12:00""",出院日期时间应大于入院日期时间;,住院时间应大于24小时;,住院时间应应小于90天,,
24,CM-0-2-6-1,手术开始（切皮）日期时间,字符串,是,"例:""1970-01-01 12:00""",手术开始日期时间应大于入院日期时间,,,,
25,CM-0-2-6-2,手术结束（缝皮结束）日期时间,字符串,是,"例:""1970-01-01 12:00""",手术结束日期时间应大于手术开始日期时间;,手术结束日期时间应小于出院日期时间,,,
26,CM-0-3-1,费用支付方式,字符串,是,"例:""a""",见,CM-0-3-1选择代码表,,,
27,CM-0-3-2,收入住院途径,字符串,是,"例:""a""",见,CM-0-3-2选择代码表,,,
28,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
29,TN-1-1-2,临床表现,数组,是,"例:[""a"",""b""]",见,TN-1-1-2选择代码表,,,
30,TN-1-1-2-1,其他临床表现,字符串,参考备注,"例:""填写文字说明""","临床表现(TN-1-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
31,TN-1-2-1,治疗前是否进行甲状腺及淋巴结超声检查,字符串,是,"例:""y""",见,TN-1-2-1选择代码表,,,
32,TN-1-2-2,超声检查甲状腺及淋巴结情况,数组,参考备注,"例:[""a"",""b""]","治疗前是否进行甲状腺及淋巴结超声检查(TN-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-2-2选择代码表,
33,TN-1-2-3,超声报告中是否有下列描述,数组,参考备注,"例:[""a"",""b""]","治疗前是否进行甲状腺及淋巴结超声检查(TN-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-2-3选择代码表,
34,TN-1-2-4,超声检查印象,数组,参考备注,"例:[""a"",""b""]","治疗前是否进行甲状腺及淋巴结超声检查(TN-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-2-4选择代码表,
35,TN-1-2-4-1,其他超声检查印象,字符串,参考备注,"例:""填写文字说明""","超声检查印象(TN-1-2-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
36,TN-1-2-5,超声检查甲状腺结节ACR TI--RADS 分级,字符串,参考备注,"例:""a""","治疗前是否进行甲状腺及淋巴结超声检查(TN-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-2-5选择代码表,
37,TN-1-3-1,甲状腺结节治疗前是否进行细针细胞学FNA指征检查,字符串,参考备注,"例:""y""","治疗前是否进行甲状腺及淋巴结超声检查(TN-1-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-3-1选择代码表,
38,TN-1-3-2,细针穿刺细胞学检查(FNA)指征,字符串,参考备注,"例:""a""","甲状腺结节治疗前是否进行细针细胞学FNA指征检查(TN-1-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-3-2选择代码表,
39,TN-1-3-2-1,其他细针细胞学FNA指症,字符串,参考备注,"例:""填写文字说明""","细针穿刺细胞学检查(FNA)指征(TN-1-3-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
40,TN-1-3-3,细针细胞学FNA评估为良性病变,字符串,参考备注,"例:""y""","甲状腺结节治疗前是否进行细针细胞学FNA指征检查(TN-1-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-3-3选择代码表,
41,TN-1-4-1,甲状腺功能是否检测,字符串,参考备注,"例:""y""","细针细胞学FNA评估为良性病变(TN-1-3-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-4-1选择代码表,
42,TN-1-4-2-1,术前甲状腺功能检测结果是否确定,数组,参考备注,"例:[""UTD""]","甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-4-2-1选择代码表,
43,TN-1-4-2-2,TSH检测值(mU／L),数值,参考备注,例:10,"甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;","术前甲状腺功能检测结果是否确定(TN-1-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,TSH检测值填写值范围应大于等于0,
44,TN-1-4-2-3,T3检测值(ng/mL),数值,参考备注,例:10,"甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;","术前甲状腺功能检测结果是否确定(TN-1-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,T3检测值填写值范围应大于等于0,
45,TN-1-4-2-4,T4检测值(ng/mL),数值,参考备注,例:10,"甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;","术前甲状腺功能检测结果是否确定(TN-1-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,T4检测值填写值范围应大于等于0,
46,TN-1-4-2-5,FT3检测值(pmol／L),数值,参考备注,例:10,"甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;","术前甲状腺功能检测结果是否确定(TN-1-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,FT3检测值填写值范围应大于等于0,
47,TN-1-4-2-6,FT4检测值(pmol／L),数值,参考备注,例:10,"甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;","术前甲状腺功能检测结果是否确定(TN-1-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,FT4检测值填写值范围应大于等于0,
48,TN-1-4-3,术前甲状腺功能评估结论,数组,参考备注,"例:[""a"",""b""]","甲状腺功能是否检测(TN-1-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-1-4-3选择代码表,
49,TN-2-1-1,甲状腺结节再次手术,字符串,是,"例:""y""",见,TN-2-1-1选择代码表,,,
50,TN-2-1-2,甲状腺结节再次手术主要原因,字符串,参考备注,"例:""a""","甲状腺结节再次手术(TN-2-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-1-2选择代码表,
51,TN-2-1-3,甲状腺手术适应证的选择,数组,参考备注,"例:[""a"",""b""]","甲状腺结节再次手术(TN-2-1-1)等于""否""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-1-3选择代码表,
52,TN-2-1-3-1,其他甲状腺手术适应症,字符串,参考备注,"例:""填写文字说明""","甲状腺手术适应证的选择(TN-2-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
53,TN-2-1-4,手术治疗方式选择,字符串,参考备注,"例:""a""","甲状腺结节再次手术(TN-2-1-1)等于""否""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-1-4选择代码表,
54,TN-2-1-4-1,其他手术治疗方式,字符串,参考备注,"例:""填写文字说明""","手术治疗方式选择(TN-2-1-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
55,TN-2-1-5,术中甲状腺病灶最大直径的选择,字符串,参考备注,"例:""a""","甲状腺结节再次手术(TN-2-1-1)等于""否""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-1-5选择代码表,
56,TN-2-1-5-1,其他术中甲状腺病灶最大直径,字符串,参考备注,"例:""填写文字说明""","术中甲状腺病灶最大直径的选择(TN-2-1-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
57,TN-2-2-1,是否进行术中快速活体组织病理学检查,字符串,是,"例:""y""",见,TN-2-2-1选择代码表,,,
58,TN-2-2-2,术中病理送检时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否进行术中快速活体组织病理学检查(TN-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术中病理送检时间应小于出院日期时间,,
59,TN-2-2-3,病理检查结果报告时间,字符串,参考备注,"例:""1970-01-01 12:00:00""","是否进行术中快速活体组织病理学检查(TN-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,病理检查结果报告时间应小于出院日期时间,,
60,TN-2-2-4,术中快速活体组织病理学检查是否在30min内提供结论,字符串,参考备注,"例:""y""","是否进行术中快速活体组织病理学检查(TN-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-2-4选择代码表,
61,TN-2-2-5,术中冰冻病理学检查结果显示甲状腺结节为良性病变,字符串,参考备注,"例:""UTD""","是否进行术中快速活体组织病理学检查(TN-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-2-2-5选择代码表,
62,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
63,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
64,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
65,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
66,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
67,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
68,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
69,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
70,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
71,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
72,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
73,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
74,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
75,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
76,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
77,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
78,TN-3-1-3,甲状腺手术后特指并发症的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-3-1-3选择代码表,
79,TN-3-1-3-1,其他甲状腺手术后特指并发症,字符串,参考备注,"例:""填写文字说明""","甲状腺手术后特指并发症的选择(TN-3-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
80,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
81,TN-3-2-1,是否进行术后甲状腺功能检测,字符串,是,"例:""UTD""",默认初始化值:UTD见,TN-3-2-1选择代码表,,,
82,TN-3-2-2-1,术后甲状腺功能检测结果是否确定,数组,参考备注,"例:[""UTD""]","是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,TN-3-2-2-1选择代码表,
83,TN-3-2-2-2,TSH检测值(mU／L),数值,参考备注,例:10,"是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;","术后甲状腺功能检测结果是否确定(TN-3-2-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
84,TN-3-2-2-3,T3检测值(ng/mL),数值,参考备注,例:10,"是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;","术后甲状腺功能检测结果是否确定(TN-3-2-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
85,TN-3-2-2-4,T4检测值(ng/mL),数值,参考备注,例:10,"是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;","术后甲状腺功能检测结果是否确定(TN-3-2-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
86,TN-3-2-2-5,FT3检测值(pmol／L),数值,参考备注,例:10,"是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;","术后甲状腺功能检测结果是否确定(TN-3-2-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
87,TN-3-2-2-6,FT4检测值(pmol／L),数值,参考备注,例:10,"是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;","术后甲状腺功能检测结果是否确定(TN-3-2-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
88,TN-3-2-3,手术是否造成甲减,字符串,参考备注,"例:""UTD""","是否进行术后甲状腺功能检测(TN-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TN-3-2-3选择代码表,
89,TN-3-2-4,手术造成甲减分层,字符串,参考备注,"例:""a""","手术是否造成甲减(TN-3-2-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-3-2-4选择代码表,
90,TN-3-2-5,术后内分泌补充治疗适应证的选择,字符串,是,"例:""a""",默认初始化值:UTD见,TN-3-2-5选择代码表,,,
91,TN-3-2-6,术后是否进行内分泌补充治疗,字符串,是,"例:""UTD""",默认初始化值:UTD见,TN-3-2-6选择代码表,,,
92,TN-3-2-7,内分泌补充治疗药物的选择,字符串,参考备注,"例:""a""","术后是否进行内分泌补充治疗(TN-3-2-6)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-3-2-7选择代码表,
93,TN-3-2-7-1,其他内分泌补充治疗药物,字符串,参考备注,"例:""填写文字说明""","内分泌补充治疗药物的选择(TN-3-2-7)等于""其他制剂""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
94,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
95,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
96,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
97,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
98,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
99,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
100,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术前使用首剂抗菌药物起始时间应大于入院日期时间,,
101,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
102,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
103,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
104,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
105,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于术前使用首剂抗菌药物起始时间;,术后抗菌药物停止使用时间应小于出院日期时间,
106,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
107,CM-1-6-3-2,术后48小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后48小时之后继续使用""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
108,TN-5-1-0,是否进行术后病理学检查,字符串,是,"例:""y""",见,TN-5-1-0选择代码表,,,
109,TN-5-1-1,术后病理诊断是否仍为良性病变,字符串,参考备注,"例:""y""","是否进行术后病理学检查(TN-5-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-5-1-1选择代码表,
110,TN-5-1-2,术后病理诊断 (ICD-10-M形态学编码及诊断名称),字符串,参考备注,"例:""填写文字说明""","术后病理诊断是否仍为良性病变(TN-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
111,TN-5-1-3,术中快速病理诊断与术后病理诊断是否一致,字符串,参考备注,"例:""y""","是否进行术中快速活体组织病理学检查(TN-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-5-1-3选择代码表,
112,TN-5-1-4,标本切片是否作免疫组化检查,字符串,参考备注,"例:""UTD""","术后病理诊断是否仍为良性病变(TN-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TN-5-1-4选择代码表,
113,TN-6-1-1,是否输血,字符串,否,"例:""y""",若该字段无相应取值，则接口中不必提交该字段,见,TN-6-1-1选择代码表,,
114,TN-6-1-2,出血量(ml),数值,参考备注,例:10,"是否输血(TN-6-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,出血量填写值应大于等于0,,
115,TN-6-1-3,手术中输血指征,字符串,参考备注,"例:""a""","是否输血(TN-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-6-1-3选择代码表,
116,TN-6-1-3-1,手术中其它输血指征,字符串,参考备注,"例:""填写文字说明""","手术中输血指征(TN-6-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
117,TN-6-1-4,输血量(ml),数值,参考备注,例:10,"是否输血(TN-6-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,输血量填写值应大于等于0,,
118,TN-6-2-1,出血量(ml),数值,参考备注,例:10,"是否输血(TN-6-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,出血量填写值应大于等于0,,
119,TN-6-2-2,手术后输血指征,字符串,参考备注,"例:""a""","是否输血(TN-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TN-6-2-2选择代码表,
120,TN-6-2-2-1,手术后其它输血指征,字符串,参考备注,"例:""填写文字说明""","手术后输血指征(TN-6-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
121,TN-6-2-3,输血量(ml),数值,参考备注,例:10,"是否输血(TN-6-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,输血量填写值应大于等于0,,
122,CM-7-1-1,术前健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-1选择代码表,,
123,CM-7-1-2,术后健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-1-2选择代码表,,
124,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CM-7-2-1选择代码表,,
