序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
22,CM-0-2-3-2,到达本院急诊或者门诊日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","到达本院急诊或者门诊日期时间是否无法确定或无记录(CM-0-2-3-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
23,CM-0-2-4-1,入院日期时间,字符串,是,"例:""1970-01-01 12:00""",,,,,
24,CM-0-2-4-2,出院日期时间,字符串,是,"例:""1970-01-01 12:00""",出院日期时间应大于入院日期时间;,住院时间应大于24小时;,住院时间应应小于90天,,
25,CM-0-2-5-1,入住ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,,,,
26,CM-0-2-5-2,离开ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,离开ICU日期时间应大于入住ICU日期时间,,,
27,CM-0-2-6-1,手术开始（切皮）日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,手术开始日期时间应大于入院日期时间,,,
28,CM-0-2-6-2,手术结束（缝皮结束）日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,手术结束日期时间应大于手术开始日期时间;,手术结束日期时间应小于出院日期时间,,
29,CM-0-3-1,费用支付方式,字符串,是,"例:""a""",见,CM-0-3-1选择代码表,,,
30,CM-0-3-2,收入住院途径,字符串,是,"例:""a""",见,CM-0-3-2选择代码表,,,
31,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
32,SEP-1-1-1,初始SEP日期时间,字符串,是,"例:""a""",见,SEP-1-1-1选择代码表,,,
33,SEP-1-3-1-1,"存在""败血症""诊断",字符串,参考备注,"例:""y""","初始SEP日期时间(SEP-1-1-1)等于""败血症出现的日期时间""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-1-3-1-1选择代码表,
34,SEP-1-3-1-2,血清乳酸水平,数值,参考备注,例:10,"初始SEP日期时间(SEP-1-1-1)等于""败血症出现的日期时间""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,血清乳酸水平填写值应大于等于0,,
35,SEP-1-3-1-3,血清乳酸水平首次测定值的日期与时间,字符串,参考备注,"例:""1970-01-01 12:00""","初始SEP日期时间(SEP-1-1-1)等于""败血症出现的日期时间""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,血清乳酸水平首次测定值 &gt;4 mmol/L的日期与时间应小于出院日期时间,,
36,SEP-1-3-2-1,"存在""脓毒血症/脓毒性休克/ 感染性休克""诊断",字符串,参考备注,"例:""y""","初始SEP日期时间(SEP-1-1-1)等于""脓毒血症/脓毒性休克/ 感染性休克出现的日期时间""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-1-3-2-1选择代码表,
37,SEP-1-3-2-2,连续二次监测为低血压,字符串,参考备注,"例:""a""","初始SEP日期时间(SEP-1-1-1)等于""脓毒血症/脓毒性休克/ 感染性休克出现的日期时间""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-1-3-2-2选择代码表,
38,SEP-1-3-2-3,第二次测量血压为持续性低血压的日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","初始SEP日期时间(SEP-1-1-1)等于""脓毒血症/脓毒性休克/ 感染性休克出现的日期时间""(b)时必填;","连续二次监测为低血压(SEP-1-3-2-2)等于""否""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,第二次测量血压为持续性低血压的日期时间应小于出院日期时间,
39,SEP-2-1-1,是否在使用抗菌药物之前获得血液培养,字符串,是,"例:""y1""",见,SEP-2-1-1选择代码表,,,
40,SEP-2-1-2-2,血液培养标本采集日期时间是否确定,数组,参考备注,"例:[""UTD""]","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 在使用抗菌药物之前获得血液培养""(y1)时可填写;","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 具备附表A中“延迟”条件的血液培养标本采集患者""(y2)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-1-2-2选择代码表
41,SEP-2-1-2,血液培养标本采集日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 在使用抗菌药物之前获得血液培养""(y1)时必填;","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 具备附表A中“延迟”条件的血液培养标本采集患者""(y2)时必填;","血液培养标本采集日期时间是否确定(SEP-2-1-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,血液培养标本采集日期时间应小于出院日期时间
42,SEP-2-1-3-2,病原学诊断报告日期时间是否确定,数组,参考备注,"例:[""UTD""]","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 在使用抗菌药物之前获得血液培养""(y1)时可填写;","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 具备附表A中“延迟”条件的血液培养标本采集患者""(y2)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-1-3-2选择代码表
43,SEP-2-1-3-1,病原学诊断报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 在使用抗菌药物之前获得血液培养""(y1)时必填;","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 具备附表A中“延迟”条件的血液培养标本采集患者""(y2)时必填;","病原学诊断报告日期时间是否确定(SEP-2-1-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,病原学诊断报告日期时间应小于出院日期时间
44,SEP-2-1-4,病原学诊断结果选择,字符串,参考备注,"例:""a""","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 在使用抗菌药物之前获得血液培养""(y1)时必填;","是否在使用抗菌药物之前获得血液培养(SEP-2-1-1)等于""是, 具备附表A中“延迟”条件的血液培养标本采集患者""(y2)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-1-4选择代码表
45,SEP-2-1-4-1,其他病原学诊断结果,字符串,参考备注,"例:""填写文字说明""","病原学诊断结果选择(SEP-2-1-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
46,SEP-2-2-1,是否有使用静脉注射广谱或其他抗菌药物的信息,字符串,是,"例:""y""",见,SEP-2-2-1选择代码表,,,
47,SEP-2-2-2-2,给予抗菌药物静脉内给药的最早日期时间是否确定,数组,参考备注,"例:[""UTD""]","是否有使用静脉注射广谱或其他抗菌药物的信息(SEP-2-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-2-2选择代码表,
48,SEP-2-2-2-1,给予抗菌药物静脉内给药的最早日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否有使用静脉注射广谱或其他抗菌药物的信息(SEP-2-2-1)等于""是""(y)时必填;","给予抗菌药物静脉内给药的最早日期时间是否确定(SEP-2-2-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,给予抗菌药物静脉内给药的最早日期时间应小于出院日期时间,
49,SEP-2-2-3,使用广谱或其他抗抗感染药物选择,数组,参考备注,"例:[""a"",""b""]","是否有使用静脉注射广谱或其他抗菌药物的信息(SEP-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3选择代码表,
50,SEP-2-2-3-1,青霉素类抗感染药物,数组,参考备注,"例:[""a"",""b""]","使用广谱或其他抗抗感染药物选择(SEP-2-2-3)等于""青霉素类抗感染药物""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3-1选择代码表,
51,SEP-2-2-3-1-1,其他青霉素类抗菌药,字符串,参考备注,"例:""填写文字说明""","青霉素类抗感染药物(SEP-2-2-3-1)等于""其他青霉素类抗菌药（请用10个字说明药物的“通用名”）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
52,SEP-2-2-3-2,头孢菌素类抗感染药物,数组,参考备注,"例:[""a"",""b""]","使用广谱或其他抗抗感染药物选择(SEP-2-2-3)等于""头孢菌素类抗感染药物""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3-2选择代码表,
53,SEP-2-2-3-2-1,其他头孢菌素类抗菌药,字符串,参考备注,"例:""填写文字说明""","头孢菌素类抗感染药物(SEP-2-2-3-2)等于""其他头孢菌素类抗菌药（请用10个字说明药物的“通用名”）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
54,SEP-2-2-3-3,大环内酯类抗感染药物,数组,参考备注,"例:[""a"",""b""]","使用广谱或其他抗抗感染药物选择(SEP-2-2-3)等于""大环内酯类抗感染药物""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3-3选择代码表,
55,SEP-2-2-3-3-1,其他大环内酯类抗菌药,字符串,参考备注,"例:""填写文字说明""","大环内酯类抗感染药物(SEP-2-2-3-3)等于""其他大环内酯类抗菌药（请用10个字说明药物的“通用名”）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
56,SEP-2-2-3-4,喹诺酮类抗感染药物,数组,参考备注,"例:[""a"",""b""]","使用广谱或其他抗抗感染药物选择(SEP-2-2-3)等于""喹诺酮类抗感染药物""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3-4选择代码表,
57,SEP-2-2-3-4-1,其他-喹诺酮类抗菌药,字符串,参考备注,"例:""填写文字说明""","喹诺酮类抗感染药物(SEP-2-2-3-4)等于""其他-喹诺酮类抗菌药（请用10个字说明药物的“通用名”）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
58,SEP-2-2-3-5,其他类抗感染药物,数组,参考备注,"例:[""a"",""b""]","使用广谱或其他抗抗感染药物选择(SEP-2-2-3)等于""其他类抗感染药物""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-2-3-5选择代码表,
59,SEP-2-2-3-5-1,其他抗菌药,字符串,参考备注,"例:""填写文字说明""","其他类抗感染药物(SEP-2-2-3-5)等于""其他抗菌药物（请用10个字说明药物的“通用名”）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
60,SEP-2-3-1,是否有初始乳酸水平测量,字符串,是,"例:""y""",见,SEP-2-3-1选择代码表,,,
61,SEP-2-3-2-2,标本采集日期时间是否确定,数组,参考备注,"例:[""UTD""]","是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-3-2-2选择代码表,
62,SEP-2-3-2-1,标本采集日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时必填;","标本采集日期时间是否确定(SEP-2-3-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,标本采集日期时间应小于出院日期时间,
63,SEP-2-3-3-2,初始乳酸水平测定报告日期时间是否确定,数组,参考备注,"例:[""UTD""]","是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-3-3-2选择代码表,
64,SEP-2-3-3-1,初始乳酸水平测定报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时必填;","初始乳酸水平测定报告日期时间是否确定(SEP-2-3-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
65,SEP-2-3-4,初始乳酸水平测量值(mmol / L),数值,参考备注,例:10,"是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,初始乳酸水平测量填写值 应大于等于0,,
66,SEP-2-3-5,判定初始乳酸水平测量值评估结果,字符串,否,"例:""a""","是否有初始乳酸水平测量(SEP-2-3-1)等于""是""(y)时必填;",见,SEP-2-3-5选择代码表,,
67,SEP-2-4-1,"在时间窗内,是否经静脉给予复苏液体",字符串,是,"例:""a""",见,SEP-2-4-1选择代码表,,,
68,SEP-2-4-2,在时间窗内经静脉补给复苏液体量,数值,参考备注,例:10,"在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""患者或授权拒绝接受静脉输液""(d)时无需填写;","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,在时间窗内经静脉补给复苏液体量为1-5000ml;,在时间窗内经静脉补给复苏液体量为1-5000ml
69,SEP-2-4-3,患者体重,数值,否,例:10,"在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""患者或授权拒绝接受静脉输液""(d)时无需填写;","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""无法确定或无记录""(UTD)时无需填写;",默认初始化值:患者体重（kg）(CM-0-2-1-3),,
70,SEP-2-4-4,给予复苏液体种类,字符串,参考备注,"例:""a""","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""患者或授权拒绝接受静脉输液""(d)时无需填写;","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-4-4选择代码表
71,SEP-2-4-2-1,复苏液体给药日期时间是否确定,数组,参考备注,"例:[""UTD""]","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""患者或授权拒绝接受静脉输液""(d)时无需填写;","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-2-4-2-1选择代码表
72,SEP-2-4-2-2,复苏液体给药日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""患者或授权拒绝接受静脉输液""(d)时无需填写;","在时间窗内,是否经静脉给予复苏液体(SEP-2-4-1)等于""无法确定或无记录""(UTD)时无需填写;","复苏液体给药日期时间是否确定(SEP-2-4-2-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,复苏液体给药日期时间应小于出院日期时间
73,SEP-3-1-1,给予复苏液体补充液后使用升压药物指征,数组,是,"例:[""a"",""b""]",见,SEP-3-1-1选择代码表,,,
74,SEP-3-1-2,"首次,选择使用升压药物名称",数组,参考备注,"例:[""a"",""b""]","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-1-2选择代码表,
75,SEP-3-1-2-1,其他升压药物名称,字符串,参考备注,"例:""填写文字说明""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","首次,选择使用升压药物名称(SEP-3-1-2)等于""其他药""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,
76,SEP-3-1-4,"首次,使用升压药物的途径",字符串,参考备注,"例:""a""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","首次,选择使用升压药物名称(SEP-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-1-4选择代码表
77,SEP-3-1-4-1,其他升压药物的途径,字符串,参考备注,"例:""填写文字说明""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","首次,选择使用升压药物名称(SEP-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","首次,使用升压药物的途径(SEP-3-1-4)等于""其他（用十个字内文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10
78,SEP-3-1-3-2,"首次,使用升压药物的日期时间是否确定",数组,参考备注,"例:[""UTD""]","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","首次,选择使用升压药物名称(SEP-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-1-3-2选择代码表
79,SEP-3-1-3-1,"首次,使用升压药物的日期时间",字符串,参考备注,"例:""1970-01-01 12:00""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","首次,选择使用升压药物名称(SEP-3-1-2)等于""无法确定或无记录""(UTD)时无需填写;","首次,使用升压药物的日期时间是否确定(SEP-3-1-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,使用升压药物的日期时间应小于出院日期时间
80,SEP-3-2-1,是否进行2次及以上乳酸水平测量,字符串,参考备注,"例:""y""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-2-1选择代码表,
81,SEP-3-2-2-2,重复乳酸水平测量，末次标本采集时间是否确定,数组,参考备注,"例:[""UTD""]","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-2-2-2选择代码表
82,SEP-3-2-2-1,重复乳酸水平测量，末次标本采集时间,字符串,参考备注,"例:""1970-01-01 12:00""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时必填;","重复乳酸水平测量，末次标本采集时间是否确定(SEP-3-2-2-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,末次标本采集时间应小于出院日期时间
83,SEP-3-2-3-2,末次乳酸水平测量报告时间是否确定,数组,参考备注,"例:[""UTD""]","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-2-3-2选择代码表
84,SEP-3-2-3-1,末次乳酸水平测量报告时间,字符串,参考备注,"例:""1970-01-01 12:00""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时必填;","末次乳酸水平测量报告时间是否确定(SEP-3-2-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,末次乳酸水平测量报告时间应小于出院日期时间
85,SEP-3-2-4,末次，重复乳酸水平测量值（mmol / L）,数值,参考备注,例:10,"给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,末次，重复乳酸水平测量值填写值应大于等于0,
86,SEP-3-2-5,判定末次乳酸水平测量值评估结果分层,字符串,否,"例:""a""","给予复苏液体补充液后使用升压药物指征(SEP-3-1-1)等于""无法确定或无记录""(UTD)时无需填写;","是否进行2次及以上乳酸水平测量(SEP-3-2-1)等于""是""(y)时必填;",见,SEP-3-2-5选择代码表,
87,SEP-3-3-1,在时间窗口是否进行了复苏和组织灌注状态评估,字符串,是,"例:""y""",见,SEP-3-3-1选择代码表,,,
88,SEP-3-3-2,常用评估项目,数组,参考备注,"例:[""a"",""b""]","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-3-2选择代码表,
89,SEP-3-3-3-2,上述a至h中最后一个项目完成的时间是否确定,数组,参考备注,"例:[""UTD""]","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-3-3-2选择代码表,
90,SEP-3-3-3-1,上述a至h中最后一个项目完成的时间,字符串,参考备注,"例:""1970-01-01 12:00""","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时必填;","上述a至h中最后一个项目完成的时间是否确定(SEP-3-3-3-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
91,SEP-3-3-4,评估其他相关测量值,数组,参考备注,"例:[""a"",""b""]","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-3-4选择代码表,
92,SEP-3-3-4-1,其他评估相关测量值,字符串,参考备注,"例:""填写文字说明""","评估其他相关测量值 (SEP-3-3-4)等于""其他相关测量（用文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于10,,
93,SEP-3-3-5-2,上述a至d中最后一个项目完成的时间是否确定,数组,参考备注,"例:[""UTD""]","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-3-3-5-2选择代码表,
94,SEP-3-3-5-1,上述a至d中最后一个项目完成的时间,字符串,参考备注,"例:""1970-01-01 12:00""","在时间窗口是否进行了复苏和组织灌注状态评估(SEP-3-3-1)等于""是""(y)时必填;","上述a至d中最后一个项目完成的时间是否确定(SEP-3-3-5-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
95,SEP-4-1-1,是否由急诊科/ICU集束治疗后转至本院其他科室,字符串,是,"例:""y""",见,SEP-4-1-1选择代码表,,,
96,SEP-4-1-2,由急诊科/ICU集束治疗后转至本院其他科室,字符串,参考备注,"例:""a""","是否由急诊科/ICU集束治疗后转至本院其他科室(SEP-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,SEP-4-1-2选择代码表,
97,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
98,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
99,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
100,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
101,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
102,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
103,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
104,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
105,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
106,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
107,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
108,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
109,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
110,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
111,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
112,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
113,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
114,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
