序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
22,CM-0-2-3-2,到达本院急诊或者门诊日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","到达本院急诊或者门诊日期时间是否无法确定或无记录(CM-0-2-3-1)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,,
23,CM-0-2-4-1,入院日期时间,字符串,是,"例:""1970-01-01 12:00""",,,,,
24,age,年龄,数值,否,例:10,"该字段无需用户填写,由系统自动生成;","日期差值计算公式:入院日期时间(CM-0-2-4-1)-出生日期(CM-0-2-1-1),单位:年数",,,
25,CM-0-2-4-2,出院日期时间,字符串,是,"例:""1970-01-01 12:00""",出院日期时间应大于入院日期时间;,住院时间应大于24小时;,住院时间应应小于90天,,
26,CM-0-2-5-1,入住ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,,,,
27,CM-0-2-5-2,离开ICU日期时间,字符串,否,"例:""1970-01-01 12:00""",若该字段无相应取值，则接口中不必提交该字段,离开ICU日期时间应大于入住ICU日期时间,,,
28,CM-0-3-1,费用支付方式,字符串,是,"例:""a""",见,CM-0-3-1选择代码表,,,
29,CM-0-3-2,收入住院途径,字符串,是,"例:""a""",见,CM-0-3-2选择代码表,,,
30,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
31,CACC-1-1-1,儿童哮喘急性发作入院标准,字符串,是,"例:""a""",见,CACC-1-1-1选择代码表,,,
32,CACC-1-1-1-1,符合儿童哮喘急性发作入院标准的选择,数组,参考备注,"例:[""a"",""b""]","儿童哮喘急性发作入院标准(CACC-1-1-1)等于""符合儿童哮喘急性发作入院标准""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-1-1-1-1选择代码表,
33,CACC-1-1-1-2,符合哮喘儿童急性发作入住 ICU标准的选择,字符串,参考备注,"例:""a""","儿童哮喘急性发作入院标准(CACC-1-1-1)等于""符合哮喘儿童急性发作入住 ICU标准""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-1-1-1-2选择代码表,
34,CACC-1-2-1,危险因素的选择,数组,是,"例:[""a"",""b""]",见,CACC-1-2-1选择代码表,,,
35,CACC-1-2-1-1,其他危险因素,字符串,参考备注,"例:""填写文字说明""","危险因素的选择(CACC-1-2-1)等于""其他危险因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
36,CACC-1-3-1,严重程度评判的客观指标的选择,数组,是,"例:[""a"",""b""]",见,CACC-1-3-1选择代码表,,,
37,CACC-1-3-1-1,严重程度评判的其他客观指标,字符串,参考备注,"例:""填写文字说明""","严重程度评判的客观指标的选择(CACC-1-3-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
38,CACC-1-3-2,是否作严重程度评估的,字符串,是,"例:""y""",见,CACC-1-3-2选择代码表,,,
39,CACC-1-3-3,＜6岁CAC严重程度评估结论的分级,字符串,参考备注,"例:""a""","是否作严重程度评估的(CACC-1-3-2)等于""是""(y)时必填;","≥6岁CAC严重程度评估结论的分级(CACC-1-3-4)等于""请选择""(def)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-1-3-3选择代码表
40,CACC-1-3-4,≥6岁CAC严重程度评估结论的分级,字符串,参考备注,"例:""a""","是否作严重程度评估的(CACC-1-3-2)等于""是""(y)时必填;","＜6岁CAC严重程度评估结论的分级(CACC-1-3-3)等于""请选择""(def)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-1-3-4选择代码表
41,CACC-2-1-1,氧疗方法途径,字符串,是,"例:""a""",见,CACC-2-1-1选择代码表,,,
42,CACC-2-1-2,氧疗后是否进行复查动脉血气,字符串,是,"例:""y""",见,CACC-2-1-2选择代码表,,,
43,CACC-2-1-2-1,复查动脉血气 血氧饱和度(%),数值,参考备注,例:10,"氧疗后是否进行复查动脉血气(CACC-2-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
44,CACC-2-2-1,是否实施速效β2受体激动剂（SABA）治疗,字符串,是,"例:""y""",见,CACC-2-2-1选择代码表,,,
45,CACC-2-2-2,实施首次速效β2受体激动剂（SABA）治疗途径的选择,字符串,参考备注,"例:""a""","是否实施速效β2受体激动剂（SABA）治疗(CACC-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-2-2选择代码表,
46,CACC-2-2-3,常用的速效β2受体激动剂（SABA）的选择,字符串,参考备注,"例:""a""","是否实施速效β2受体激动剂（SABA）治疗(CACC-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-2-3选择代码表,
47,CACC-2-2-3-1,常用的其他速效β2受体激动剂（SABA）,字符串,参考备注,"例:""填写文字说明""","常用的速效β2受体激动剂（SABA）的选择(CACC-2-2-3)等于""其他药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
48,CACC-2-3-1,是否吸入糖皮质激素（ICS）治疗,字符串,是,"例:""y""",见,CACC-2-3-1选择代码表,,,
49,CACC-2-3-2,常用的吸入糖皮质激素（ICS）的选择,字符串,参考备注,"例:""a""","是否吸入糖皮质激素（ICS）治疗(CACC-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-3-2选择代码表,
50,CACC-2-3-2-1,常用的其他吸入糖皮质激素（ICS）,字符串,参考备注,"例:""填写文字说明""","常用的吸入糖皮质激素（ICS）的选择(CACC-2-3-2)等于""其他药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
51,CACC-2-3-3,是否吸入糖皮吸入糖皮质激素（ICS）剂量的选择质激素（ICS）治疗,字符串,参考备注,"例:""a""","是否吸入糖皮质激素（ICS）治疗(CACC-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-3-3选择代码表,
52,CACC-2-4-3,是否使用常用的抗胆碱能药物,字符串,是,"例:""y""",见,CACC-2-4-3选择代码表,,,
53,CACC-2-4-1,常用的抗胆碱能药物,字符串,参考备注,"例:""a""","是否使用常用的抗胆碱能药物(CACC-2-4-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-4-1选择代码表,
54,CACC-2-4-1-1,其他抗胆碱能药物,字符串,参考备注,"例:""填写文字说明""","常用的抗胆碱能药物(CACC-2-4-1)等于""其他抗胆碱能药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
55,CACC-2-4-4,是否使用茶碱类药物,字符串,是,"例:""y""",见,CACC-2-4-4选择代码表,,,
56,CACC-2-4-2,茶碱类药物,字符串,参考备注,"例:""a""","是否使用茶碱类药物(CACC-2-4-4)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-2-4-2选择代码表,
57,CACC-2-4-2-1,其他茶碱类药物,字符串,参考备注,"例:""填写文字说明""","茶碱类药物(CACC-2-4-2)等于""其他茶碱类药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
58,CACC-3-1-1,是否长效β2受体激动剂（LABA）治疗,字符串,是,"例:""y""",见,CACC-3-1-1选择代码表,,,
59,CACC-3-1-2,常用的长效β2受体激动剂（LABA）,字符串,参考备注,"例:""a""","是否长效β2受体激动剂（LABA）治疗(CACC-3-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-3-1-2选择代码表,
60,CACC-3-1-2-1,其他长效β2受体激动剂（LABA）药物,字符串,参考备注,"例:""填写文字说明""","常用的长效β2受体激动剂（LABA）(CACC-3-1-2)等于""其他长效β2受体激动剂（LABA）药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
61,CACC-3-2-1,是否白三烯调节剂治疗,字符串,是,"例:""y""",见,CACC-3-2-1选择代码表,,,
62,CACC-3-2-2,常用的三白烯调节剂,字符串,参考备注,"例:""a""","是否白三烯调节剂治疗(CACC-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-3-2-2选择代码表,
63,CACC-3-2-2-1,其他白三烯调节剂药物,字符串,参考备注,"例:""填写文字说明""","常用的三白烯调节剂(CACC-3-2-2)等于""其他白三烯调节剂药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
64,CACC-3-3-1,是否变应原特异免疫（SIT）治疗,字符串,是,"例:""UTD""",默认初始化值:UTD见,CACC-3-3-1选择代码表,,,
65,CACC-3-3-2,选用药物,字符串,参考备注,"例:""a""","是否变应原特异免疫（SIT）治疗(CACC-3-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-3-3-2选择代码表,
66,CACC-3-3-3,治疗途径,字符串,参考备注,"例:""a""","是否变应原特异免疫（SIT）治疗(CACC-3-3-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-3-3-3选择代码表,
67,CACC-4-1-1,是否应用全身糖皮质激素,字符串,是,"例:""y""",见,CACC-4-1-1选择代码表,,,
68,CACC-4-1-2,糖皮质激素（ICS）治疗途径的选择,字符串,参考备注,"例:""a""","是否应用全身糖皮质激素(CACC-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-4-1-2选择代码表,
69,CACC-4-1-3,全身使用糖皮质激素药物情况,字符串,参考备注,"例:""a""","是否应用全身糖皮质激素(CACC-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-4-1-3选择代码表,
70,CACC-4-1-3-1,全身使用其他糖皮质激素药物,字符串,参考备注,"例:""填写文字说明""","全身使用糖皮质激素药物情况(CACC-4-1-3)等于""其他药""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
71,CACC-4-2-1,全身糖皮质激素医嘱使用起始日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否应用全身糖皮质激素(CACC-4-1-1)等于""是""(y)时必填;","全身使用糖皮质激素药物情况(CACC-4-1-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
72,CACC-4-2-2,全身糖皮质激素医嘱使用终止日期,字符串,参考备注,"例:""1970-01-01 12:00""","是否应用全身糖皮质激素(CACC-4-1-1)等于""是""(y)时必填;","全身使用糖皮质激素药物情况(CACC-4-1-3)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,全身糖皮质激素医嘱使用终止日期应大于等于全身糖皮质激素医嘱使用起始日期时间,
73,CACC-4-2-3,全身糖皮质激素使用天数(天),数值,否,例:10,"是否应用全身糖皮质激素(CACC-4-1-1)等于""是""(y)时可填写;","全身使用糖皮质激素药物情况(CACC-4-1-3)等于""无法确定或无记录""(UTD)时无需填写;","日期差值计算公式:全身糖皮质激素医嘱使用终止日期(CACC-4-2-2)-全身糖皮质激素医嘱使用起始日期时间(CACC-4-2-1),单位:天数",,
74,CACC-5-1-1,符合出院标准,数组,是,"例:[""a"",""b""]",见,CACC-5-1-1选择代码表,,,
75,CACC-5-2-1,出院带药,数组,是,"例:[""a"",""b""]",见,CACC-5-2-1选择代码表,,,
76,CACC-5-2-1-1,其他出院带药,字符串,参考备注,"例:""填写文字说明""","出院带药(CACC-5-2-1)等于""其他药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过10个字说明,,
77,CACC-6-1-1,是否对患儿家长与患儿进行如何正确使用吸入装置操作和吸入技术培训教育,字符串,是,"例:""y""",见,CACC-6-1-1选择代码表,,,
78,CACC-6-1-2,如何正确使用吸入装置操作和吸入技术的培训教育,数组,参考备注,"例:[""a"",""b""]","是否对患儿家长与患儿进行如何正确使用吸入装置操作和吸入技术培训教育(CACC-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CACC-6-1-2选择代码表,
79,CACC-6-1-2-1,其他危险因素,字符串,参考备注,"例:""填写文字说明""","如何正确使用吸入装置操作和吸入技术的培训教育(CACC-6-1-2)等于""其他危险因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过30个字说明,,
80,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,CM-7-2-1选择代码表,,,
81,CM-7-2-2,出院带药,数组,是,"例:[""a"",""b""]",见,CM-7-2-2选择代码表,,,
82,CM-7-2-3,告知何为发生紧急意外情况或者疾病复发,数组,是,"例:[""a"",""b""]",见,CM-7-2-3选择代码表,,,
83,CACC-6-2-4,告知患儿进入慢性持续期和临床缓解期，需要进一步控制治疗,数组,是,"例:[""a"",""b""]",见,CACC-6-2-4选择代码表,,,
84,CM-7-2-5,出院时教育与随访,数组,是,"例:[""a"",""b""]",见,CM-7-2-5选择代码表,,,
85,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
86,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
87,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
88,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
89,CM-5-1,患儿家长是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
90,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
91,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
92,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
93,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表,
94,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表,
95,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表,
96,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表,
97,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表,
98,CM-5-2-10,出院时的知情告知,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-10选择代码表,
99,CM-5-2-11,膳食评价,字符串,参考备注,"例:""a""","患儿家长是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-11选择代码表,
100,CM-6-1,住院总费用,数值,是,例:10,住院总费用要大于0;,住院总费用要小于1000000;,住院总费用应大于等于各项费用之和,,
101,CM-6-2,住院总费用其中自付金额,数值,是,例:10,自付金额要,自付金额应≤住院总费用,,,
102,CM-6-3,一般医疗服务费,数值,是,例:10,一般医疗服务费要,,,,
103,CM-6-4,一般治疗操作费,数值,是,例:10,一般治疗操作费要,,,,
104,CM-6-5,护理费,数值,是,例:10,护理费要,,,,
105,CM-6-6,综合医疗服务类其他费用,数值,是,例:10,综合医疗服务类其他费用要≥0,,,,
106,CM-6-7,病理诊断费,数值,是,例:10,病理诊断费要≥0,,,,
107,CM-6-8,实验室诊断费,数值,是,例:10,实验室诊断费要≥0,,,,
108,CM-6-9,影像学诊断费,数值,是,例:10,影像学诊断费要≥0,,,,
109,CM-6-10,临床诊断项目费,数值,是,例:10,临床诊断项目费要≥0,,,,
110,CM-6-11,非手术治疗项目费,数值,是,例:10,非手术治疗项目费要≥0,,,,
111,CM-6-12,其中：临床物理治疗费,数值,是,例:10,临床物理治疗费要≥0,,,,
112,CM-6-13,手术治疗费,数值,是,例:10,手术治疗费要≥0,,,,
113,CM-6-14,其中：麻醉费,数值,是,例:10,麻醉费要≥0,,,,
114,CM-6-15,其中：手术费,数值,是,例:10,手术费要≥0,,,,
115,CM-6-16,康复费,数值,是,例:10,康复费要≥0,,,,
116,CM-6-17,中医治疗费,数值,是,例:10,中医治疗费要≥0,,,,
117,CM-6-18,西药费,数值,是,例:10,西药费要≥0,,,,
118,CM-6-19,其中：抗菌药物费,数值,是,例:10,抗菌药物费要≥0,,,,
119,CM-6-20,中成药费,数值,是,例:10,中成药费要≥0,,,,
120,CM-6-21,中草药费,数值,是,例:10,中草药费要≥0,,,,
121,CM-6-22,血费,数值,是,例:10,血费要≥0,,,,
122,CM-6-23,白蛋白类制品费,数值,是,例:10,白蛋白类制品费要≥0,,,,
123,CM-6-24,球蛋白类制品费,数值,是,例:10,球蛋白类制品费要≥0,,,,
124,CM-6-25,凝血因子类制品费,数值,是,例:10,凝血因子类制品费要≥0,,,,
125,CM-6-26,细胞因子类制品费,数值,是,例:10,细胞因子类制品费要≥0,,,,
126,CM-6-27,检查用一次性医用材料费,数值,是,例:10,检查用一次性医用材料费要≥0,,,,
127,CM-6-28,治疗用一次性医用材料费,数值,是,例:10,治疗用一次性医用材料费要≥0,,,,
128,CM-6-29,手术用一次性医用材料费,数值,是,例:10,手术用一次性医用材料费要≥0,,,,
,CM-6-30,其他费,数值,是,例:10,其他费要≥0,,,,
