序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
27,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
28,MEN-1-1-1,是否实施首次头部影像学检查,字符串,是,"例:""y""",见,MEN-1-1-1选择代码表,,,
29,MEN-1-1-2,基础影像学检查项目的选择,数组,参考备注,"例:[""a"",""b""]","是否实施首次头部影像学检查(MEN-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-1-1-2选择代码表,
30,MEN-1-1-3,完成被选项影像学检查的日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次头部影像学检查(MEN-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
31,MEN-2-1-1,肿瘤大小,字符串,是,"例:""a""",见,MEN-2-1-1选择代码表,,,
32,MEN-2-1-2,肿瘤部位,字符串,是,"例:""a""",见,MEN-2-1-2选择代码表,,,
33,MEN-2-1-2-1,其他肿瘤部位,字符串,参考备注,"例:""填写文字说明""","肿瘤部位(MEN-2-1-2)等于""其他部位（用文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
34,MEN-2-1-3,主要症状,数组,是,"例:[""a"",""b""]",见,MEN-2-1-3选择代码表,,,
35,MEN-2-1-4,癫痫类型,字符串,参考备注,"例:""填写文字说明""","主要症状(MEN-2-1-3)等于""癫痫（癫痫类型文字说明）""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
36,MEN-2-1-3-2,其他主要症状,字符串,参考备注,"例:""填写文字说明""","主要症状(MEN-2-1-3)等于""其他（用文字说明）""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
37,MEN-2-1-5,是否术前告知患者或家属，手术必要性及潜在相关风险的知情同意,字符串,是,"例:""y""",见,MEN-2-1-5选择代码表,,,
38,MEN-3-1-1,肿瘤切除手术适应证,字符串,是,"例:""a""",见,MEN-3-1-1选择代码表,,,
39,MEN-3-1-2,是否有开颅手术的禁忌证,字符串,是,"例:""y""",见,MEN-3-1-2选择代码表,,,
40,MEN-3-1-3,禁忌证选择,数组,参考备注,"例:[""a"",""b""]","是否有开颅手术的禁忌证(MEN-3-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-3-1-3选择代码表,
41,MEN-4-1-1,是否是要术中神经功能保护,字符串,是,"例:""y""",见,MEN-4-1-1选择代码表,,,
42,MEN-4-1-2,哪种类型脑膜瘤需要术中使用的神经功能保护措施,数组,参考备注,"例:[""a"",""b""]","是否是要术中神经功能保护(MEN-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-4-1-2选择代码表,
43,MEN-4-1-2-1,其它类型,字符串,参考备注,"例:""填写文字说明""","哪种类型脑膜瘤需要术中使用的神经功能保护措施(MEN-4-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
44,MEN-4-1-3,术中使用的神经功能保护措施,数组,参考备注,"例:[""a"",""b""]","是否是要术中神经功能保护(MEN-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-4-1-3选择代码表,
45,MEN-4-2-1,肿瘤切除率Simpson 分级,字符串,参考备注,"例:""a""","是否是要术中神经功能保护(MEN-4-1-1)等于""否""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-4-2-1选择代码表,
46,MEN-5-1-1,手术中出血量(ml),数值,是,例:10,,,,,
47,MEN-5-1-2,手术中输血量(ml),数值,是,例:10,,,,,
48,MEN-5-1-3,手术后出血量(ml),数值,是,例:10,,,,,
49,MEN-5-1-4,手术后输血量(ml),数值,是,例:10,,,,,
50,MEN-5-2-1,全血(ml),数值,是,例:10,,,,,
51,MEN-5-2-2,成份血(ml),数值,是,例:10,,,,,
52,MEN-5-2-3,血浆(ml),数值,是,例:10,,,,,
53,MEN-6-1-1,是否进行复查头颅平扫CT,字符串,是,"例:""y""",见,MEN-6-1-1选择代码表,,,
54,MEN-6-1-2,评估日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否进行复查头颅平扫CT(MEN-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
55,MEN-6-1-3,评估结果,数组,参考备注,"例:[""a"",""b""]","是否进行复查头颅平扫CT(MEN-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-6-1-3选择代码表,
56,MEN-6-1-5,其他评估结果,字符串,参考备注,"例:""填写文字说明""","评估结果(MEN-6-1-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
57,MEN-6-1-4,是否需要二次手术,字符串,参考备注,"例:""y""","是否进行复查头颅平扫CT(MEN-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-6-1-4选择代码表,
58,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
59,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
60,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
61,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
62,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
63,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
64,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
65,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
66,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
67,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
68,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
69,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
70,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
71,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
72,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
73,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
74,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
75,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
76,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
77,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
78,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
79,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
80,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
81,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
82,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
83,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
84,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
85,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
86,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
87,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
88,CM-2-3-14,住院患者发生压疮,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""住院患者发生压疮(L89.0至L89.9)""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-14选择代码表,
89,CM-2-3-15,术后急性肾功能损害,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""术后急性肾功能损害（N17.9）""(o)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-15选择代码表,
90,CM-2-3,神经系统术后特指并发症,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3选择代码表,
91,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
92,CM-2-5-1,是否手术后再手术,字符串,参考备注,"例:""y""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-5-1选择代码表,
93,CM-2-5-2,手术后再手术名称,字符串,参考备注,"例:""1""","是否手术后再手术(CM-2-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-5-2选择代码表,
94,CM-2-5-3,再手术日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否手术后再手术(CM-2-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
95,MEN-9-1-1,病理诊断包含的基本内容,数组,是,"例:[""a"",""b""]",见,MEN-9-1-1选择代码表,,,
96,MEN-9-1-2,病理诊断是否按照2016 CNS WHO肿瘤分类标准名称,字符串,是,"例:""y""",见,MEN-9-1-2选择代码表,,,
97,MEN-9-1-3,脑膜瘤WHO分级,字符串,参考备注,"例:""a""","病理诊断是否按照2016 CNS WHO肿瘤分类标准名称(MEN-9-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-9-1-3选择代码表,
98,MEN-9-1-4,病理组织学类型,字符串,参考备注,"例:""a""","病理诊断是否按照2016 CNS WHO肿瘤分类标准名称(MEN-9-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-9-1-4选择代码表,
99,MEN-9-1-5,病理诊断报告日期时间,字符串,是,"例:""1970-01-01 12:00""",,,,,
100,MEN-10-1-1-0,出院前是否存在功能残损,字符串,是,"例:""y""",见,MEN-10-1-1-0选择代码表,,,
101,MEN-10-1-1,出院前存在功能残损,数组,参考备注,"例:[""a"",""b""]","出院前是否存在功能残损(MEN-10-1-1-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-10-1-1选择代码表,
102,MEN-10-1-1-1,其他出院前存在功能残损,字符串,参考备注,"例:""填写文字说明""","出院前存在功能残损(MEN-10-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度不能大于20,,
103,MEN-10-1-2,出院前是否完成KPS评分,字符串,是,"例:""y""",见,MEN-10-1-2选择代码表,,,
104,MEN-10-1-2-3,KPS评分功能状态,字符串,参考备注,"例:""a""","出院前是否完成KPS评分(MEN-10-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-10-1-2-3选择代码表,
105,MEN-10-2-1,出院前是否完成MRI T1/T2加权平扫+增强扫描影像学评估,字符串,是,"例:""y""",见,MEN-10-2-1选择代码表,,,
106,MEN-10-2-2,影像学评估日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","出院前是否完成MRI T1/T2加权平扫+增强扫描影像学评估(MEN-10-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
107,MEN-10-2-3,肿瘤全切率(%),数值,参考备注,例:10,"出院前是否完成MRI T1/T2加权平扫+增强扫描影像学评估(MEN-10-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
108,MEN-10-2-4,肿瘤全切率分类,字符串,否,"例:""a""","出院前是否完成MRI T1/T2加权平扫+增强扫描影像学评估(MEN-10-2-1)等于""是""(y)时必填;",见,MEN-10-2-4选择代码表,,
109,MEN-11-1-1,入院时是否有重点护理评估,字符串,是,"例:""y""",见,MEN-11-1-1选择代码表,,,
110,MEN-11-1-2-1,行走评估结果,字符串,参考备注,"例:""a""","入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-1选择代码表,
111,MEN-11-1-2-2,呼吸评估结果,字符串,参考备注,"例:""a""","入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-2选择代码表,
112,MEN-11-1-2-3,饮食评估结果,字符串,参考备注,"例:""a""","入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-3选择代码表,
113,MEN-11-1-2-4,吞咽评估结果,字符串,参考备注,"例:""a""","入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-4选择代码表,
114,MEN-11-1-2-6,压疮评估无法确定,数组,参考备注,"例:[""UTD""]","入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-6选择代码表,
115,MEN-11-1-2-5,压疮评估（Braden评分值）分值,数值,参考备注,例:10,"入院时是否有重点护理评估(MEN-11-1-1)等于""是""(y)时必填;","压疮评估无法确定(MEN-11-1-2-6)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
116,MEN-11-1-2-5-1,压疮评估结果选择,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,MEN-11-1-2-5-1选择代码表,,
117,MEN-11-1-2-5-2,预防压疮告知,字符串,参考备注,"例:""y""","压疮评估结果选择(MEN-11-1-2-5-1)等于""大于18分""(a)时无需填写;","压疮评估结果选择(MEN-11-1-2-5-1)等于""请选择""(def)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-2-5-2选择代码表
118,MEN-11-1-2,是否进行术前健康教育，且有记录,字符串,是,"例:""y""",见,MEN-11-1-2选择代码表,,,
119,MEN-11-1-3-2,实施术前健康教育有记录,数组,参考备注,"例:[""a"",""b""]","是否进行术前健康教育，且有记录(MEN-11-1-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-3-2选择代码表,
120,MEN-11-1-3-2-1,其他术前健康教育记录,字符串,参考备注,"例:""填写文字说明""","实施术前健康教育有记录(MEN-11-1-3-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
121,MEN-11-1-3-4,是否进行术后健康教育，且有记录,字符串,是,"例:""y""",见,MEN-11-1-3-4选择代码表,,,
122,MEN-11-1-3-3,实施术后健康教育有记录,数组,参考备注,"例:[""a"",""b""]","是否进行术后健康教育，且有记录(MEN-11-1-3-4)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-1-3-3选择代码表,
123,MEN-11-1-3-3-1,其他术后健康教育记录,字符串,参考备注,"例:""填写文字说明""","实施术后健康教育有记录(MEN-11-1-3-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
124,MEN-11-2,是否履行出院教育与告知责任，且有记录,字符串,是,"例:""y""",见,MEN-11-2选择代码表,,,
125,MEN-11-2-2-1,交与患者“出院小结”的副本，并告知患者出院时风险因素,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MEN-11-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-2-2-1选择代码表,
126,MEN-11-2-2-2,出院带药,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MEN-11-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-2-2-2选择代码表,
127,MEN-11-2-2-3,告知发生紧急情况时求援救治途径,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MEN-11-2)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-2-2-3选择代码表,
128,MEN-11-2-2-4,出院时教育与随访,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MEN-11-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-2-2-4选择代码表,
129,MEN-11-2-2-5,告知何为风险因素与紧急情况,数组,参考备注,"例:[""a"",""b""]","是否履行出院教育与告知责任，且有记录(MEN-11-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,MEN-11-2-2-5选择代码表,
130,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
131,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
132,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
133,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
134,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
135,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
136,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
137,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
138,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
139,CM-5-1,患者是否对服务的体验与评价,字符串,是,"例:""y""",见,CM-5-1选择代码表,,,
140,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表,
141,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表,
142,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表,
