序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
25,CM-0-3-2,收入住院途径,字符串,是,"例:""a""",见,CM-0-3-2选择代码表,,,
26,CM-0-3-3,到院交通工具,字符串,是,"例:""a""",见,CM-0-3-3选择代码表,,,
27,CS-1-1-1,产次,字符串,是,"例:""y""",见,CS-1-1-1选择代码表,,,
28,CS-1-1-8,有无剖宮产史,字符串,参考备注,"例:""a""","产次(CS-1-1-1)等于""经产""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-1-1-8选择代码表,
29,CS-1-1-3,临产方式,字符串,是,"例:""a""",见,CS-1-1-3选择代码表,,,
30,CS-1-1-4,孕周,字符串,是,"例:""b""",见,CS-1-1-4选择代码表,,,
31,CS-1-1-5,胎位,字符串,是,"例:""a""",见,CS-1-1-5选择代码表,,,
32,CS-1-1-6,胎儿数量,字符串,是,"例:""a""",见,CS-1-1-6选择代码表,,,
33,CS-1-1-9,Robson分类法组别,字符串,否,"例:""a""",若该字段无相应取值，则接口中不必提交该字段,见,CS-1-1-9选择代码表,,
34,CS-1-2-1,手术前风险评估的检查项目,数组,是,"例:[""a"",""b""]",见,CS-1-2-1选择代码表,,,
35,CS-1-2-2,手术前知情告知,数组,是,"例:[""a"",""b""]",见,CS-1-2-2选择代码表,,,
36,CS-1-2-31,麻醉前知情告知,数组,是,"例:[""a"",""b""]",见,CS-1-2-31选择代码表,,,
37,CS-1-2-4,麻醉方式,字符串,是,"例:""a""",见,CS-1-2-4选择代码表,,,
38,CS-1-2-4-1,其他麻醉方式,字符串,参考备注,"例:""填写文字说明""","麻醉方式(CS-1-2-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
39,CS-1-2-5,特殊感染评估,字符串,参考备注,"例:""y""","手术前风险评估的检查项目(CS-1-2-1)等于""特殊感染性疾病筛查""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-1-2-5选择代码表,
40,CS-1-2-6,孕妇伴有特殊感染ICD-10编码及诊断名称,字符串,参考备注,"例:""a""","特殊感染评估(CS-1-2-5)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CS-1-2-6选择代码表,
41,CS-1-2-6-1,孕妇伴有特殊感染ICD-10其他编码与名称,字符串,参考备注,"例:""填写文字说明""","孕妇伴有特殊感染ICD-10编码及诊断名称(CS-1-2-6)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
42,CS-2-1-1-1,剖宫产指征,字符串,是,"例:""y""",见,CS-2-1-1-1选择代码表,,,
43,CS-2-5-1,符合医学指征,数组,参考备注,"例:[""a"",""b""]","剖宫产指征(CS-2-1-1-1)等于""剖宫产手术符合医学指征""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-5-1选择代码表,
44,CS-2-1-1-a,胎儿窘迫,字符串,参考备注,"例:""a""","符合医学指征(CS-2-5-1)等于""胎儿窘迫""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-a选择代码表,
45,CS-2-1-1-b,头盆不称,字符串,参考备注,"例:""a""","符合医学指征(CS-2-5-1)等于""头盆不称""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-b选择代码表,
46,CS-2-1-1-c,瘢痕子宫,字符串,参考备注,"例:""a""","符合医学指征(CS-2-5-1)等于""瘢痕子宫""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-c选择代码表,
47,CS-2-1-1-d,胎位异常,字符串,参考备注,"例:""O32.0""","符合医学指征(CS-2-5-1)等于""胎位异常""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-d选择代码表,
48,CS-2-1-1-e,前置胎盘及前置血管,字符串,参考备注,"例:""O44.0""","符合医学指征(CS-2-5-1)等于""前置胎盘及前置血管""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-e选择代码表,
49,CS-2-1-1-f,双胎或多胎妊娠,字符串,参考备注,"例:""O30.0""","符合医学指征(CS-2-5-1)等于""双胎或多胎妊娠""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-f选择代码表,
50,CS-2-1-1-g,脐带脱垂,字符串,参考备注,"例:""O69.0""","符合医学指征(CS-2-5-1)等于""脐带脱垂""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-g选择代码表,
51,CS-2-1-1-h,胎盘早剥,字符串,参考备注,"例:""O45.0""","符合医学指征(CS-2-5-1)等于""胎盘早剥""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-h选择代码表,
52,CS-2-1-1-i,孕妇存在严重合并症和并发症,字符串,参考备注,"例:""O14.0""","符合医学指征(CS-2-5-1)等于""孕妇存在严重合并症和并发症""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-i选择代码表,
53,CS-2-1-1-j,妊娠巨大儿者,字符串,参考备注,"例:""O66.2""","符合医学指征(CS-2-5-1)等于""妊娠巨大儿者""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-j选择代码表,
54,CS-2-1-1-k,产道畸形,字符串,参考备注,"例:""O34.0""","符合医学指征(CS-2-5-1)等于""产道畸形""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-k选择代码表,
55,CS-2-1-1-l,外阴疾病,字符串,参考备注,"例:""O22.1""","符合医学指征(CS-2-5-1)等于""外阴疾病""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-l选择代码表,
56,CS-2-1-1-n,妊娠合并肿瘤,字符串,参考备注,"例:""O34.1""","符合医学指征(CS-2-5-1)等于""妊娠合并肿瘤""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-n选择代码表,
57,CS-2-1-1-m,生殖道严重的感染性疾病,字符串,参考备注,"例:""O98.2""","符合医学指征(CS-2-5-1)等于""生殖道严重的感染性疾病""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-m选择代码表,
58,CS-2-1-1-o,剖宫产+伴绝育手术,字符串,参考备注,"例:""O66.2""","符合医学指征(CS-2-5-1)等于""剖宫产+伴绝育手术""(o)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-o选择代码表,
59,CS-2-1-1-p,其他病理状态,字符串,参考备注,"例:""O61.0""","符合医学指征(CS-2-5-1)等于""其他病理状态""(p)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-p选择代码表,
60,CS-2-1-1-q,高龄初产妇,字符串,参考备注,"例:""a""","符合医学指征(CS-2-5-1)等于""高龄初产妇""(q)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-1-1-q选择代码表,
61,CS-2-1-1-t,符合CHS-DRG/DIP 编码的 剖宫产,字符串,参考备注,"例:""填写文字说明""","符合医学指征(CS-2-5-1)等于""符合CHS-DRG/DIP 编码的 剖宫产""(r)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
62,CS-2-1-1-s,医学其他指征,字符串,参考备注,"例:""填写文字说明""","符合医学指征(CS-2-5-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
63,CS-2-2-1,孕妇要求剖宫产的评估,字符串,参考备注,"例:""a""","剖宫产指征(CS-2-1-1-1)等于""孕妇要求剖宫产""(n)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-2-2-1选择代码表,
64,CS-2-3-1,手术方式选择,字符串,是,"例:""a""",见,CS-2-3-1选择代码表,,,
65,CS-2-4-2,胎儿娩出日期时间,字符串,是,"例:""1970-01-01 12:00""",胎儿娩出日期时间应大于等于手术开始日期时间;,胎儿娩出日期时间应小于等于手术结束（缝皮结束）日期时间,,,
66,CS-3-1-1,感染风险因素,字符串,是,"例:""a""",见,CS-3-1-1选择代码表,,,
67,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
68,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
69,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
70,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
71,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
72,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
73,CS-3-1-4,用药起始时机选择,字符串,参考备注,"例:""a""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-3-1-4选择代码表,
74,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
75,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
76,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
77,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
78,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
79,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
80,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
81,CM-1-6-3-2,术后48小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后48小时之后继续使用""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
82,CS-4-1,是否实施新生儿Apgar评分,字符串,是,"例:""y""",见,CS-4-1选择代码表,,,
83,CS-4-2,"新生儿出生后1、5、10min,Apgar评分值",数组,参考备注,"例:[""a"",""b""]","是否实施新生儿Apgar评分(CS-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-2选择代码表,
84,CS-4-3-1,"出生后1min,Apgar评分值",数值,参考备注,例:10,"新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""出生后1min""(a)时必填;","新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,范围在0-10;,范围在0-10
85,CS-4-3-2,"出生后5min,Apgar评分值",数值,参考备注,例:10,"新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""出生后5min""(b)时必填;","新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,范围在0-10;,范围在0-10
86,CS-4-3-3,"出生后10min,Apgar评分值",数值,参考备注,例:10,"新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""出生后10min""(c)时必填;","新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,范围在0-10;,范围在0-10
87,CS-4-4-1,新生儿是否要复苏,字符串,参考备注,"例:""y""","是否实施新生儿Apgar评分(CS-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-4-1选择代码表,
88,CS-4-4-2,"新生儿出生后15、20min,Apgar评分值",数组,参考备注,"例:[""a"",""b""]","新生儿是否要复苏(CS-4-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-4-2选择代码表,
89,CS-4-4-2-1,"出生后15min,Apgar评分值",数值,参考备注,例:10,"新生儿出生后15、20min,Apgar评分值(CS-4-4-2)等于""出生后15min""(a)时必填;","新生儿出生后15、20min,Apgar评分值(CS-4-4-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,Apgar评分值范围(0~10);,Apgar评分值范围(0~10)
90,CS-4-4-2-2,"出生后20min,Apgar评分值",数值,参考备注,例:10,"新生儿出生后15、20min,Apgar评分值(CS-4-4-2)等于""出生后20min""(b)时必填;","新生儿出生后15、20min,Apgar评分值(CS-4-4-2)等于""无法确定或无记录""(UTD)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,Apgar评分值范围(0~10);,Apgar评分值范围(0~10)
91,CS-4-5-1,出生后5min新生儿Apgar评分的临床风险分层 ,字符串,参考备注,"例:""a""","新生儿出生后1、5、10min,Apgar评分值(CS-4-2)等于""出生后5min""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-5-1选择代码表,
92,CS-4-5-2,新生儿出生体重及分层,字符串,参考备注,"例:""a""","新生儿是否要复苏(CS-4-4-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-5-2选择代码表,
93,CS-4-5-3,是否有脐带血气分析,字符串,参考备注,"例:""UTD""","新生儿是否要复苏(CS-4-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,CS-4-5-3选择代码表,
94,CS-4-5-4,脐带血气分析标本采集日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否有脐带血气分析(CS-4-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
95,CS-4-5-5,脐带血气分析值,数组,参考备注,"例:[""a"",""b""]","是否有脐带血气分析(CS-4-5-3)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CS-4-5-5选择代码表,
96,CS-4-5-5-1,pH值,数值,参考备注,例:10,"脐带血气分析值(CS-4-5-5)等于""pH值""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
97,CS-4-5-5-2,PaCO₂(mmHg),数值,参考备注,例:10,"脐带血气分析值(CS-4-5-5)等于""PaCO₂""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
98,CS-4-5-5-3,PaO₂(mmHg),数值,参考备注,例:10,"脐带血气分析值(CS-4-5-5)等于""PaO₂""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
99,CS-4-5-5-4,HCO₃(mmol/L),数值,参考备注,例:10,"脐带血气分析值(CS-4-5-5)等于""HCO₃""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
100,CS-5-1,术后24小时内出血量,字符串,是,"例:""a""",见,CS-5-1选择代码表,,,
101,CS-5-1-1,术后24小时内实际出血量（ml）,数值,参考备注,例:10,"术后24小时内出血量(CS-5-1)等于""实际量ml""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,实际出血量应,,
102,CS-5-2-1,剖宫产产后出血可能的原因,数组,是,"例:[""a"",""b""]",见,CS-5-2-1选择代码表,,,
103,CS-5-3,术后24小时内输血量,字符串,是,"例:""a""",见,CS-5-3选择代码表,,,
104,CS-5-4,术后24小时内实际输血量（ml）,数值,参考备注,例:10,"术后24小时内输血量(CS-5-3)等于""实际量ml""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后24小时内实际输血量应,,
105,CS-5-5,止血干预措施的选择,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CS-5-5选择代码表,,
106,CS-6-1-1,是否有剖宫产并发症,字符串,是,"例:""y""",见,CS-6-1-1选择代码表,,,
107,CS-6-1-3-1,剖宫产并发症ICD-10编码,数组,参考备注,"例:[""a"",""b""]","是否有剖宫产并发症(CS-6-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-3-1选择代码表,
108,CS-6-1-2-1-a,产后出血,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""产后出血""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-a选择代码表,
109,CS-6-1-2-1-b,产褥期感染,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""产褥期感染""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-b选择代码表,
110,CS-6-1-2-1-c,产科栓塞,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""产科栓塞""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-c选择代码表,
111,CS-6-1-2-1-d,栓塞病,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""静脉血栓栓塞病""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-d选择代码表,
112,CS-6-1-2-1-e,胎盘和胎膜滞留不伴有出血,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""胎盘和胎膜滞留不伴有出血""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-e选择代码表,
113,CS-6-1-2-1-f,产科手术伤口的感染,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""产科手术伤口的感染""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-f选择代码表,
114,CS-6-1-2-1-g,产科伤口裂开,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""产科伤口裂开""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-g选择代码表,
115,CS-6-1-2-1-h,其他并发症,字符串,参考备注,"例:""a""","剖宫产并发症ICD-10编码(CS-6-1-3-1)等于""其他并发症""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-1-2-1-h选择代码表,
116,CS-6-2,是否再次手术,字符串,是,"例:""y""",见,CS-6-2选择代码表,,,
117,CS-6-3,再次手术原因,字符串,参考备注,"例:""a""","是否再次手术(CS-6-2)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-6-3选择代码表,
118,CS-6-3-1,其他再次手术原因,字符串,参考备注,"例:""填写文字说明""","再次手术原因(CS-6-3)等于""其他原因""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
119,CS-6-4,影响程度的选择,字符串,是,"例:""a""",见,CS-6-4选择代码表,,,
120,CS-7-1,是否有新生儿产伤,字符串,是,"例:""y""",见,CS-7-1选择代码表,,,
121,CS-7-2,产程和分娩期间并发症所列的名称及ICD.10编码,字符串,参考备注,"例:""a""","是否有新生儿产伤(CS-7-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2选择代码表,
122,CS-7-2-a,ICD-10：P10产伤引起的颅内撕裂和出血,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P10产伤引起的颅内撕裂和出血""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-a选择代码表,
123,CS-7-2-b,ICD-10：P11产伤致新生儿脑伤,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P11产伤致新生儿脑伤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-b选择代码表,
124,CS-7-2-c,ICD-10：P12头皮产伤,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P12头皮产伤""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-c选择代码表,
125,CS-7-2-d,ICD-10：P13颅骨产伤,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P13颅骨产伤""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-d选择代码表,
126,CS-7-2-e,ICD-10：P14神经产伤,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P14神经产伤""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-e选择代码表,
127,CS-7-2-f,ICD-10：P15其他产伤,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P15其他产伤""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-f选择代码表,
128,CS-7-2-g,ICD-10：P20子宫内低氧症,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P20子宫内低氧症""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-g选择代码表,
129,CS-7-2-h,ICD-10：P21出生窒息,字符串,参考备注,"例:""a""","产程和分娩期间并发症所列的名称及ICD.10编码(CS-7-2)等于""ICD-10：P21出生窒息""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-2-h选择代码表,
130,CS-7-3,新生儿是否有先天性畸形、变形和染色体异常,字符串,是,"例:""y""",见,CS-7-3选择代码表,,,
131,CS-7-4,新生儿：先天性畸形、变形和染色体异常的名称及ICD.10编码,字符串,参考备注,"例:""a""","新生儿是否有先天性畸形、变形和染色体异常(CS-7-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-7-4选择代码表,
132,CS-8-2-1,是否有母乳喂养禁忌证,字符串,是,"例:""y""",见,CS-8-2-1选择代码表,,,
133,CS-8-1-1,母乳喂养禁忌证选择,字符串,参考备注,"例:""b""","是否有母乳喂养禁忌证(CS-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CS-8-1-1选择代码表,
134,CS-8-1-1-1,母乳喂养禁忌证其他,字符串,参考备注,"例:""填写文字说明""","母乳喂养禁忌证选择(CS-8-1-1)等于""其他理由""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
135,CS-8-2,提供母乳喂养,字符串,参考备注,"例:""y""","是否有母乳喂养禁忌证(CS-8-2-1)等于""是""(y)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CS-8-2选择代码表,
136,CS-9-1-1,住院期间为产妇提供术前健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CS-9-1-1选择代码表,,
137,CS-9-1-2,提供产后康复健康教育,数组,否,"例:[""a"",""b""]",若该字段无相应取值，则接口中不必提交该字段,见,CS-9-1-2选择代码表,,
