序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
27,PT-1-1-1-1,完成临床腮腺肿瘤分类前主要检查其他项目,字符串,参考备注,"例:""填写文字说明""","完成临床腮腺肿瘤分类前主要检查项目(PT-1-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
28,PT-1-2-1,治疗前判断良性，或者恶性肿瘤,字符串,是,"例:""a""",见,PT-1-2-1选择代码表,,,
29,PT-1-2-2,良性原发肿瘤分类,字符串,参考备注,"例:""a""","治疗前判断良性，或者恶性肿瘤(PT-1-2-1)等于""良性肿瘤""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-2-2选择代码表,
30,PT-1-2-3,恶性原发肿瘤（T）分期,字符串,参考备注,"例:""a""","治疗前判断良性，或者恶性肿瘤(PT-1-2-1)等于""恶性肿瘤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-2-3选择代码表,
31,PT-1-2-4,区域淋巴结（N）分期,字符串,参考备注,"例:""a""","治疗前判断良性，或者恶性肿瘤(PT-1-2-1)等于""恶性肿瘤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-2-4选择代码表,
32,PT-1-2-5,远处转移（M）分期,字符串,参考备注,"例:""a""","治疗前判断良性，或者恶性肿瘤(PT-1-2-1)等于""恶性肿瘤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-2-5选择代码表,
33,PT-1-2-6,治疗前 腮腺肿瘤分类结论,字符串,参考备注,"例:""a""","治疗前判断良性，或者恶性肿瘤(PT-1-2-1)等于""恶性肿瘤""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-2-6选择代码表,
34,PT-1-3-1,是否存在全身其他系统疾病,字符串,是,"例:""UTD""",默认初始化值:UTD见,PT-1-3-1选择代码表,,,
35,PT-1-3-2,全身系统性疾病情况,字符串,参考备注,"例:""a""","是否存在全身其他系统疾病(PT-1-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-1-3-2选择代码表,
36,PT-1-4-1,是否是治疗前接受过2个或以上治疗科室会诊的患者,字符串,是,"例:""y""",见,PT-1-4-1选择代码表,,,
37,PT-2-1-1,治疗前是否有病理组织形态学/细胞学诊断报告,字符串,是,"例:""y""",见,PT-2-1-1选择代码表,,,
38,PT-2-1-2,采集组织或细胞学标本来源途径,字符串,参考备注,"例:""a""","治疗前是否有病理组织形态学/细胞学诊断报告(PT-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-1-2选择代码表,
39,PT-2-1-2-1,采集组织或细胞学标本其他来源途径,字符串,参考备注,"例:""填写文字说明""","采集组织或细胞学标本来源途径(PT-2-1-2)等于""其他来源标本""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
40,PT-2-1-3,病理组织形态学/细胞学诊断报告单临床分期结论距本次治疗前的时限,字符串,参考备注,"例:""a""","治疗前是否有病理组织形态学/细胞学诊断报告(PT-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-1-3选择代码表,
41,PT-2-2-1,手术路径的选择,字符串,是,"例:""a""",见,PT-2-2-1选择代码表,,,
42,PT-2-2-1-1,其他手术路径,字符串,参考备注,"例:""填写文字说明""","手术路径的选择(PT-2-2-1)等于""其他手术""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
43,PT-2-2-2,术中探及腮腺肿瘤病变涉及的范围,数组,是,"例:[""a"",""b""]",见,PT-2-2-2选择代码表,,,
44,PT-2-2-3-1,根治性手术治疗符合原则规范,数组,是,"例:[""a"",""b""]",见,PT-2-2-3-1选择代码表,,,
45,PT-2-2-3-2,非根治性手术治疗符合原则规范,数组,是,"例:[""a"",""b""]",见,PT-2-2-3-2选择代码表,,,
46,PT-2-2-4,实施的腮腺肿瘤根治性术式的选择,字符串,是,"例:""a""",见,PT-2-2-4选择代码表,,,
47,PT-2-2-5,面神经处理方式的选择,字符串,是,"例:""a""",见,PT-2-2-5选择代码表,,,
48,PT-2-2-5-1,其他面神经处理方式,字符串,参考备注,"例:""填写文字说明""","面神经处理方式的选择(PT-2-2-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
49,PT-2-2-6,是否进行颈部淋巴组织清扫,字符串,是,"例:""y""",见,PT-2-2-6选择代码表,,,
50,PT-2-2-7,颈部淋巴组织清扫的原因,字符串,参考备注,"例:""a""","是否进行颈部淋巴组织清扫(PT-2-2-6)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-2-7选择代码表,
51,PT-2-2-7-1,颈部淋巴组织清扫的其他原因,字符串,参考备注,"例:""填写文字说明""","颈部淋巴组织清扫的原因(PT-2-2-7)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
52,PT-2-3-1,是否进行手术面神经解剖,字符串,是,"例:""y""",见,PT-2-3-1选择代码表,,,
53,PT-2-3-2,面神经解剖组别,数组,参考备注,"例:[""a"",""b""]","是否进行手术面神经解剖(PT-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-3-2选择代码表,
54,PT-2-3-3,面神经切断,数组,参考备注,"例:[""a"",""b""]","是否进行手术面神经解剖(PT-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-3-3选择代码表,
55,PT-2-3-4,面神经吻合,数组,参考备注,"例:[""a"",""b""]","是否进行手术面神经解剖(PT-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-3-4选择代码表,
56,PT-2-4-1,腮腺肿瘤手术中达到安全切缘是否有证实措施,字符串,是,"例:""y""",见,PT-2-4-1选择代码表,,,
57,PT-2-4-2,记入手术记录中安全切缘证实措施的选择,数组,参考备注,"例:[""a"",""b""]","腮腺肿瘤手术中达到安全切缘是否有证实措施(PT-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-4-2选择代码表,
58,PT-2-4-3,术中是否送冰冻病理检查,字符串,参考备注,"例:""UTD""","腮腺肿瘤手术中达到安全切缘是否有证实措施(PT-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,PT-2-4-3选择代码表,
59,PT-2-5-1,副腮腺切除后是否够行导管吻合,字符串,是,"例:""UTD""",默认初始化值:UTD见,PT-2-5-1选择代码表,,,
60,PT-2-5-2,是否使用各种引流,字符串,是,"例:""UTD""",默认初始化值:UTD见,PT-2-5-2选择代码表,,,
61,PT-2-6-1,腮腺肿瘤手术中预防常见并发症的措施,字符串,是,"例:""y""",见,PT-2-6-1选择代码表,,,
62,PT-2-6-2,记入手术记录中防常见并发症措施的选择,数组,参考备注,"例:[""a"",""b""]","腮腺肿瘤手术中预防常见并发症的措施(PT-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-6-2选择代码表,
63,PT-2-6-3,术中是否选择放疗粒子植入,字符串,是,"例:""UTD""",默认初始化值:UTD见,PT-2-6-3选择代码表,,,
64,PT-2-6-4,术中是否选择后装放疗施源器植入,字符串,参考备注,"例:""y""","术中是否选择放疗粒子植入(PT-2-6-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-2-6-4选择代码表,
65,CM-1-1-1,是否使用预防性抗菌药物,字符串,是,"例:""y""",见,CM-1-1-1选择代码表,,,
66,CM-1-2-1-2,预防性抗菌药物选择,数组,参考备注,"例:[""a"",""b""]","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-1-2选择代码表,
67,CM-1-2-2-2,选择碳青霉烯类及替加环素等特殊使用级抗菌药物,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-2-2-2选择代码表,
68,CM-1-2-2-1,其他特殊使用级抗菌药物名称,字符串,参考备注,"例:""填写文字说明""","选择碳青霉烯类及替加环素等特殊使用级抗菌药物 (CM-1-2-2-2)等于""其他特殊使用级抗菌药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
69,CM-1-3-1-2,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素,数组,参考备注,"例:[""a"",""b""]","预防性抗菌药物选择(CM-1-2-1-2)等于""碳青霉烯类及替加环素等特殊使用级抗菌药物""(g)时必填;","预防性抗菌药物选择(CM-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-3-1-2选择代码表
70,CM-1-3-1-1,选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素填写,字符串,参考备注,"例:""填写文字说明""","选用“特殊使用级抗菌药物”或者其他类抗菌药物的因素(CM-1-3-1-2)等于""其他因素""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
71,CM-1-4-1,使用首剂抗菌药物起始时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,使用首剂抗菌药物起始时间应大于入院日期时间,,
72,CM-1-5-1,手术时间是否≥3小时,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-1选择代码表,
73,CM-1-5-2,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","手术时间是否≥3小时(CM-1-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-2选择代码表,
74,CM-1-5-3,术中出血量是否≥1500ml,字符串,参考备注,"例:""y""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-3选择代码表,
75,CM-1-5-4,是否术中追加抗菌药物,字符串,参考备注,"例:""y""","术中出血量是否≥1500ml(CM-1-5-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-5-4选择代码表,
76,CM-1-6-1,术后抗菌药物停止使用时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否使用预防性抗菌药物(CM-1-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,术后抗菌药物停止使用时间应大于等于使用首剂抗菌药物起始时间;,术后抗菌药物停止使用时间应小于出院日期时间,
77,CM-1-6-2,使用抗菌药物时间使用时间分层,字符串,否,"例:""a""","该字段无需用户填写,由系统自动生成;",见,CM-1-6-2选择代码表,,
78,CM-1-6-3-2,术后72小时之后继续使用的原因,数组,参考备注,"例:[""a"",""b""]","使用抗菌药物时间使用时间分层(CM-1-6-2)等于""术后72小时之后继续使用""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-1-6-3-2选择代码表,
79,PT-4-1-1,是否进行术前面神经功能评估,字符串,是,"例:""y""",见,PT-4-1-1选择代码表,,,
80,PT-4-2-1,术前是否进行面神经功能评估,字符串,参考备注,"例:""a""","是否进行术前面神经功能评估(PT-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-4-2-1选择代码表,
81,PT-4-2-2,HBGS量表评估结果,字符串,参考备注,"例:""a""","术前是否进行面神经功能评估(PT-4-2-1)等于""HBGS量表（推荐使用）""(a)时必填;","术前是否进行面神经功能评估(PT-4-2-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,PT-4-2-2选择代码表
82,PT-4-2-3,肌电仪评估结果,字符串,参考备注,"例:""填写文字说明""","术前是否进行面神经功能评估(PT-4-2-1)等于""肌电仪""(b)时必填;","术前是否进行面神经功能评估(PT-4-2-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
83,PT-4-2-4,面部三维动态定量评估结果,字符串,参考备注,"例:""填写文字说明""","术前是否进行面神经功能评估(PT-4-2-1)等于""面部三维动态定量分析""(c)时必填;","术前是否进行面神经功能评估(PT-4-2-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
84,PT-4-3-1,术后是否进行面神经功能评估,字符串,参考备注,"例:""a""","是否进行术前面神经功能评估(PT-4-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-4-3-1选择代码表,
85,PT-4-3-2,HBGS量表评估结果,字符串,参考备注,"例:""a""","术后是否进行面神经功能评估(PT-4-3-1)等于""HBGS量表（推荐使用）""(a)时必填;","术后是否进行面神经功能评估(PT-4-3-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,PT-4-3-2选择代码表
86,PT-4-3-3,肌电仪评估结果,字符串,参考备注,"例:""填写文字说明""","术后是否进行面神经功能评估(PT-4-3-1)等于""肌电仪""(b)时必填;","术后是否进行面神经功能评估(PT-4-3-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
87,PT-4-3-4,面部三维动态定量评估结果,字符串,参考备注,"例:""填写文字说明""","术后是否进行面神经功能评估(PT-4-3-1)等于""面部三维动态定量分析""(c)时必填;","术后是否进行面神经功能评估(PT-4-3-1)等于""未进行评估""(d)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
88,PT-5-1-1,是否有病理学诊断,字符串,是,"例:""y""",见,PT-5-1-1选择代码表,,,
89,PT-5-2-1,采集组织或细胞学标本途经的选择,字符串,参考备注,"例:""a""","是否有病理学诊断(PT-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-2-1选择代码表,
90,PT-5-2-1-1,采集组织或细胞学标本其他途经,字符串,参考备注,"例:""填写文字说明""","采集组织或细胞学标本途经的选择(PT-5-2-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
91,PT-5-3-1,合格的病理报告包括以下主要内容,数组,参考备注,"例:[""a"",""b""]","是否有病理学诊断(PT-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-3-1选择代码表,
92,PT-5-3-1-1,合格的病理报告其他内容,字符串,参考备注,"例:""填写文字说明""","合格的病理报告包括以下主要内容(PT-5-3-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
93,PT-5-4-1,是否有腮腺恶性肿瘤病理pTNM分期,字符串,参考备注,"例:""y""","是否有病理学诊断(PT-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-4-1选择代码表,
94,PT-5-4-2,pTNM 分期结论,字符串,参考备注,"例:""a""","是否有腮腺恶性肿瘤病理pTNM分期(PT-5-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-4-2选择代码表,
95,PT-5-5-1,是否有组织学分级,字符串,参考备注,"例:""y""","是否有病理学诊断(PT-5-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-5-1选择代码表,
96,PT-5-5-2,组织学分级,字符串,参考备注,"例:""a""","是否有组织学分级(PT-5-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-5-5-2选择代码表,
97,CM-2-1,是否有手术后并发症,字符串,是,"例:""y""",见,CM-2-1选择代码表,,,
98,CM-2-2,手术后并发症类别及ICD-10四位亚目的选择,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-2选择代码表,
99,CM-2-3-1,介入操作与手术其他并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术并发症(O04.5，T81.1，T81.2，T81.3，T81.7，T81.8)""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-1选择代码表,
100,CM-2-3-2,手术患者手术后肺栓塞,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后肺栓塞(I26.9，O04.2，O07.2，O88.2)""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-2选择代码表,
101,CM-2-3-3,手术患者手术后深静脉血栓,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后深静脉血栓(I80.2，I82.8，O22.3，O87.1)""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-3选择代码表,
102,CM-2-3-4,手术患者手术后败血症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后败血症(T81.4)""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-4选择代码表,
103,CM-2-3-5,手术患者手术后出血或血肿,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后出血或血肿(O04.1，O04.6，O04.8，O07.1，O07.6，T81.0)""(e)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-5选择代码表,
104,CM-2-3-6,手术患者手术伤口裂开,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术伤口裂开(T81.3)""(f)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-6选择代码表,
105,CM-2-3-7,手术患者猝死,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者猝死（手术后24小时内死亡）(R96.0，R96.1)""(g)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-7选择代码表,
106,CM-2-3-8,手术患者手术后呼吸道并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后呼吸道并发症(J95.0至J95.9，J96.0，J96.9)""(h)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-8选择代码表,
107,CM-2-3-9,手术患者手术后生理/代谢紊乱,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术患者手术后生理/代谢紊乱(E86.x0，E87.0至E87.8，E88.8，E88.9，E89.0至E89.9)""(i)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-9选择代码表,
108,CM-2-3-10,与手术/操作相关感染,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""与手术/操作相关感染(O04.0，O07.0，T81.4)""(j)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-10选择代码表,
109,CM-2-3-11,手术过程中异物遗留,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""手术过程中异物遗留(T81.5)""(k)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-11选择代码表,
110,CM-2-3-12,麻醉并发症,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""麻醉并发症(T88.2，T88.3，T88.4，T88.5)""(l)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-12选择代码表,
111,CM-2-3-13,输注、输血反应,字符串,参考备注,"例:""a""","手术后并发症类别及ICD-10四位亚目的选择(CM-2-2)等于""输注、输血反应(T80.0至T80.9)""(m)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-3-13选择代码表,
112,PT-6-1-2,PT手术特指的并发症,数组,参考备注,"例:[""a"",""b""]","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-6-1-2选择代码表,
113,CM-2-3-1-1,其他手术后并发症类别及ICD-10四位亚目和名称填写,字符串,参考备注,"例:""填写文字说明""","PT手术特指的并发症(PT-6-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
114,CM-2-4,影响程度的选择,字符串,参考备注,"例:""a""","是否有手术后并发症(CM-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-2-4选择代码表,
115,PT-6-2-1,是否是非计划二次手术,字符串,是,"例:""UTD""",默认初始化值:UTD见,PT-6-2-1选择代码表,,,
116,PT-6-2-2,非计划二次手术主要原因的选择,字符串,参考备注,"例:""a""","是否是非计划二次手术(PT-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,PT-6-2-2选择代码表,
117,PT-6-2-2-1,其他非计划二次手术主要原因,字符串,参考备注,"例:""填写文字说明""","非计划二次手术主要原因的选择(PT-6-2-2)等于""其他""(oth)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
118,PT-6-2-3-1,二次手术开始（切皮）日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否是非计划二次手术(PT-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
119,PT-6-2-3-2,二次手术结束（缝皮结束）日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否是非计划二次手术(PT-6-2-1)等于""是""(y)时可填写;",若该字段无相应取值，则接口中不必提交该字段,,,
120,CM-3-1,手术野皮肤准备常用方法的选择,字符串,是,"例:""a""",见,CM-3-1选择代码表,,,
121,CM-3-2,使用含抗菌剂（三氯生）缝线,字符串,是,"例:""a""",见,CM-3-2选择代码表,,,
122,CM-3-2-1,其他含抗菌剂缝线填写,字符串,参考备注,"例:""填写文字说明""","使用含抗菌剂（三氯生）缝线(CM-3-2)等于""其他含抗菌剂（三氯生）缝线""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
123,CM-3-3,手术切口类别的选择,字符串,是,"例:""a""",见,CM-3-3选择代码表,,,
124,CM-3-4,手术切口愈合情况的选择,字符串,是,"例:""a""",见,CM-3-4选择代码表,,,
125,PT-8-1-1,术后是否进行面神经功能恢复评估,字符串,是,"例:""y""",见,PT-8-1-1选择代码表,,,
126,PT-8-1-2,术后是否进行面神经功能恢复训练,字符串,参考备注,"例:""y""","术后是否进行面神经功能恢复评估(PT-8-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-8-1-2选择代码表,
127,PT-8-2-1,术后是否进行语音评估,字符串,是,"例:""y""",见,PT-8-2-1选择代码表,,,
128,PT-8-2-2,术后是否进行语音指导,字符串,参考备注,"例:""y""","术后是否进行语音评估(PT-8-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-8-2-2选择代码表,
129,PT-8-3-1,术后是否进行心理评估,字符串,是,"例:""y""",见,PT-8-3-1选择代码表,,,
130,PT-8-3-2,术后是否进行心理指导,字符串,参考备注,"例:""y""","术后是否进行心理评估(PT-8-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-8-3-2选择代码表,
131,PT-8-4-1,术后是否进行面神经功能康复治疗,字符串,是,"例:""y""",见,PT-8-4-1选择代码表,,,
132,PT-8-4-2,术后面神经功能康复治疗类型,数组,参考备注,"例:[""a"",""b""]","术后是否进行面神经功能康复治疗(PT-8-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,PT-8-4-2选择代码表,
133,PT-8-4-2-1,术后其他面神经功能康复治疗类型,字符串,参考备注,"例:""填写文字说明""","术后面神经功能康复治疗类型(PT-8-4-2)等于""其他治疗""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
134,CM-7-1-1,腮腺肿瘤术前健康教育告知,数组,是,"例:[""a"",""b""]",见,CM-7-1-1选择代码表,,,
135,CM-7-1-2,腮腺肿瘤术后健康教育告知,数组,是,"例:[""a"",""b""]",见,CM-7-1-2选择代码表,,,
136,CM-7-2-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,是,"例:[""a"",""b""]",见,CM-7-2-1选择代码表,,,
