序号,字段名称,数据采集项,数据类型,上传时不能为空,举例,备注,序号,序号,,
26,TIA-1-1-4,选择评估分值实施类型,字符串,参考备注,"例:""d""","是否实施ABCD/2/3/3-I评分(TIA-1-1-3)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-1-4选择代码表,
27,TIA-1-1-4-1-0,ABCD评估分值,数值,参考备注,例:10,"选择评估分值实施类型(TIA-1-1-4)等于""实施ABCD评估分值""(d)时必填;",若该字段无相应取值，则接口中不必提交该字段,范围（0-6）;,范围（0-6）,
28,TIA-1-1-4-1-1,ABCD2评估分值,数值,参考备注,例:10,"选择评估分值实施类型(TIA-1-1-4)等于""实施ABCD2评估分值""(a)时必填;",若该字段无相应取值，则接口中不必提交该字段,范围（0-7）;,范围（0-7）,
29,TIA-1-1-4-2-1,ABCD3评估分值,数值,参考备注,例:10,"选择评估分值实施类型(TIA-1-1-4)等于""实施ABCD3评估分值""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,范围（0-9）;,范围（0-9）,
30,TIA-1-1-4-3-1,ABCD3-I评估分值,数值,参考备注,例:10,"选择评估分值实施类型(TIA-1-1-4)等于""实施ABCD3-I评估分值""(c)时必填;",若该字段无相应取值，则接口中不必提交该字段,范围（0-13）;,范围（0-13）,
31,TIA-1-1-4-5,ABCD2/3/3-I 评估风险分层,字符串,否,"例:""a""","是否实施ABCD/2/3/3-I评分(TIA-1-1-3)等于""是""(y)时必填;",见,TIA-1-1-4-5选择代码表,,
32,TIA-1-2-1-1,是否实施首次头部影像学检查,字符串,是,"例:""y""",见,TIA-1-2-1-1选择代码表,,,
33,TIA-1-2-1-2,头部影像学检查项目,数组,参考备注,"例:[""a"",""b""]","是否实施首次头部影像学检查(TIA-1-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-1-2选择代码表,
34,TIA-1-2-1-4,其他头部影像学检查项目,字符串,参考备注,"例:""填写文字说明""","头部影像学检查项目(TIA-1-2-1-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
35,TIA-1-2-1-3-1,报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次头部影像学检查(TIA-1-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,报告日期时间应小于出院日期时间,,
36,TIA-1-2-2-1,是否实施首次全血细胞计数检查,字符串,是,"例:""y""",见,TIA-1-2-2-1选择代码表,,,
37,TIA-1-2-2-2-1,报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次全血细胞计数检查(TIA-1-2-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,报告日期时间应小于出院日期时间,,
38,TIA-1-2-3-1,是否实施首次凝血功能检查,字符串,是,"例:""y""",见,TIA-1-2-3-1选择代码表,,,
39,TIA-1-2-3-2-1,凝血功能检查项目,数组,参考备注,"例:[""a"",""b""]","是否实施首次凝血功能检查(TIA-1-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-3-2-1选择代码表,
40,TIA-1-2-3-3-1,报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次凝血功能检查(TIA-1-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,报告日期时间应小于出院日期时间,,
41,TIA-1-2-4-1,是否实施首次生化检验检查,字符串,是,"例:""y""",见,TIA-1-2-4-1选择代码表,,,
42,TIA-1-2-4-2-1,生化检验项目,数组,参考备注,"例:[""a"",""b""]","是否实施首次生化检验检查(TIA-1-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-4-2-1选择代码表,
43,TIA-1-2-4-3-1,报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次生化检验检查(TIA-1-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,报告日期时间应小于出院日期时间,,
44,TIA-1-2-5-1,是否实施首次ECG检查,字符串,是,"例:""y""",见,TIA-1-2-5-1选择代码表,,,
45,TIA-1-2-5-2-1,报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次ECG检查(TIA-1-2-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,报告日期时间应小于出院日期时间,,
46,TIA-1-2-5-3,心电图（ECG）检查结果,字符串,参考备注,"例:""a""","是否实施首次ECG检查(TIA-1-2-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-5-3选择代码表,
47,TIA-1-2-5-4,心电图检查其他结果,字符串,参考备注,"例:""填写文字说明""","心电图（ECG）检查结果(TIA-1-2-5-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
48,TIA-1-2-6-1,是否实施首次心脏与血管检查,字符串,是,"例:""y""",见,TIA-1-2-6-1选择代码表,,,
49,TIA-1-2-6-3,心脏检查相关项目选择,数组,参考备注,"例:[""a"",""b""]","是否实施首次心脏与血管检查(TIA-1-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-6-3选择代码表,
50,TIA-1-2-6-3-1,其他心脏检查项目,字符串,参考备注,"例:""填写文字说明""","心脏检查相关项目选择(TIA-1-2-6-3)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
51,TIA-1-2-6-5,血管检查相关项目选择,数组,参考备注,"例:[""a"",""b""]","是否实施首次心脏与血管检查(TIA-1-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-6-5选择代码表,
52,TIA-1-2-6-5-1,其他血管检查相关项目,字符串,参考备注,"例:""填写文字说明""","血管检查相关项目选择(TIA-1-2-6-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,不能超过十个字,,
53,TIA-1-2-6-2-1,首次报告日期时间,字符串,参考备注,"例:""1970-01-01 12:00""","是否实施首次心脏与血管检查(TIA-1-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,首次报告日期时间应小于出院日期时间,,
54,TIA-1-2-6-4,评估结论,数组,参考备注,"例:[""a"",""g""]","是否实施首次心脏与血管检查(TIA-1-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-1-2-6-4选择代码表,
55,TIA-1-2-6-4-1,其他评估结论,字符串,参考备注,"例:""填写文字说明""","评估结论(TIA-1-2-6-4)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,长度最大为50,,
56,TIA-2-1-1-1,房颤患者,字符串,是,"例:""a""",默认初始化值:UTD见,TIA-2-1-1-1选择代码表,,,
57,TIA-2-1-1,是否实施房颤患者脑卒中风险评估（CHA2DS2-VASc评分）,字符串,参考备注,"例:""UTD""","房颤患者(TIA-2-1-1-1)等于""急诊/或入院后首次心电图（ECG）诊断有房颤/房扑""(a)时必填;","房颤患者(TIA-2-1-1-1)等于""住院病历记录既往有房颤/房扑,使用抗凝药物史""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TIA-2-1-1选择代码表
58,TIA-2-1-2-1,房颤患者脑卒中风险评估分值,数值,参考备注,例:10,"是否实施房颤患者脑卒中风险评估（CHA2DS2-VASc评分）(TIA-2-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,范围（0-9）;,范围（0-9）,
59,TIA-2-5-1,是否实施房颤鉴别STAF评分,字符串,参考备注,"例:""UTD""","房颤患者(TIA-2-1-1-1)等于""急诊/或入院后首次心电图（ECG）诊断有房颤/房扑""(a)时必填;","房颤患者(TIA-2-1-1-1)等于""住院病历记录既往有房颤/房扑,使用抗凝药物史""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TIA-2-5-1选择代码表
60,TIA-2-5-2,房颤鉴别STAF评分值(≥5分时心源性卒中可能性大),数值,参考备注,例:10,"是否实施房颤鉴别STAF评分(TIA-2-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,房颤鉴别STAF评分填写值范围(0~8);,房颤鉴别STAF评分填写值范围(0~8),
61,TIA-2-6-1,是否实施房颤抗凝出血风险评估HAS-BLED评分值,字符串,参考备注,"例:""UTD""","房颤患者(TIA-2-1-1-1)等于""急诊/或入院后首次心电图（ECG）诊断有房颤/房扑""(a)时必填;","房颤患者(TIA-2-1-1-1)等于""住院病历记录既往有房颤/房扑,使用抗凝药物史""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TIA-2-6-1选择代码表
62,TIA-2-6-2,房颤抗凝出血风险评估HAS-BLED评分值,数值,参考备注,例:10,"是否实施房颤抗凝出血风险评估HAS-BLED评分值(TIA-2-6-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,房颤抗凝出血风险评估HAS-BLED评分填写值范围(0~8);,房颤抗凝出血风险评估HAS-BLED评分填写值范围(0~8),
63,TIA-2-3-1,是否有使用抗凝药物的禁忌证,字符串,参考备注,"例:""UTD""","房颤患者(TIA-2-1-1-1)等于""急诊/或入院后首次心电图（ECG）诊断有房颤/房扑""(a)时必填;","房颤患者(TIA-2-1-1-1)等于""住院病历记录既往有房颤/房扑,使用抗凝药物史""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TIA-2-3-1选择代码表
64,TIA-2-3-2,使用抗凝药物的禁忌证,数组,参考备注,"例:[""a"",""b""]","是否有使用抗凝药物的禁忌证(TIA-2-3-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-2-3-2选择代码表,
65,TIA-2-4-1,是否使用常用抗凝药物,字符串,参考备注,"例:""UTD""","房颤患者(TIA-2-1-1-1)等于""急诊/或入院后首次心电图（ECG）诊断有房颤/房扑""(a)时必填;","房颤患者(TIA-2-1-1-1)等于""住院病历记录既往有房颤/房扑,使用抗凝药物史""(b)时必填;",若该字段无相应取值，则接口中不必提交该字段,默认初始化值:UTD见,TIA-2-4-1选择代码表
66,TIA-2-4-2,选择抗凝药物,字符串,参考备注,"例:""a""","是否使用常用抗凝药物(TIA-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-2-4-2选择代码表,
67,TIA-2-4-2-1,选择其他抗凝药物,字符串,参考备注,"例:""填写文字说明""","选择抗凝药物(TIA-2-4-2)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
68,TIA-2-4-3,用药日期时间,字符串,参考备注,"例:""1970-01-01""","是否使用常用抗凝药物(TIA-2-4-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,用药日期时间应小于出院日期时间,,
69,TIA-3-1-1-1,高卒中复发风险因素,字符串,是,"例:""a""",见,TIA-3-1-1-1选择代码表,,,
70,TIA-3-1-1-2,其他高卒中复发风险因素,字符串,参考备注,"例:""填写文字说明""","高卒中复发风险因素(TIA-3-1-1-1)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
71,TIA-3-1-1,是否有使用阿司匹林禁忌证,字符串,是,"例:""y""",见,TIA-3-1-1选择代码表,,,
72,TIA-3-1-2,阿司匹林禁忌证,字符串,参考备注,"例:""a""","是否有使用阿司匹林禁忌证(TIA-3-1-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-3-1-2选择代码表,
73,TIA-3-2-1,患者是否使用首剂阿司匹林/氯吡格雷,字符串,是,"例:""y""",见,TIA-3-2-1选择代码表,,,
74,TIA-3-2-2-1,用药日期时间,字符串,参考备注,"例:""1970-01-01""","患者是否使用首剂阿司匹林/氯吡格雷(TIA-3-2-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,用药日期时间应小于出院日期时间,,
75,TIA-3-3-2,选择双联抗血小板药物,字符串,是,"例:""d""",见,TIA-3-3-2选择代码表,,,
76,TIA-3-3-1,其他双联抗血小板药物,字符串,参考备注,"例:""填写文字说明""","选择双联抗血小板药物(TIA-3-3-2)等于""其他双联抗血小板药物""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
77,TIA-4-1-1,患者评估时机选择,字符串,是,"例:""a""",见,TIA-4-1-1选择代码表,,,
78,TIA-4-1-2-1,评估日期,字符串,是,"例:""1970-01-01""",评估日期应小于出院日期时间,,,,
79,TIA-4-2-1,选择血脂评估项目,数组,是,"例:[""a"",""b""]",见,TIA-4-2-1选择代码表,,,
80,TIA-4-3,评价血脂水平,字符串,是,"例:""a""",见,TIA-4-3选择代码表,,,
81,TIA-4-4-0,是否使用他汀类药物,字符串,是,"例:""y""",见,TIA-4-4-0选择代码表,,,
82,TIA-4-4-1-1,首次使用他汀类医嘱的日期,字符串,参考备注,"例:""1970-01-01""","是否使用他汀类药物(TIA-4-4-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,首次使用他汀类医嘱的日期应小于出院日期时间,,
83,TIA-4-4-2,他汀类药物,字符串,参考备注,"例:""a""","是否使用他汀类药物(TIA-4-4-0)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-4-4-2选择代码表,
84,TIA-5-1,选择抗血小扳聚集治疗药物,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-1选择代码表,
85,TIA-5-1-1,其他抗血小扳聚集治疗药物,字符串,参考备注,"例:""填写文字说明""","选择抗血小扳聚集治疗药物(TIA-5-1)等于""其他抗血小板药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
86,TIA-5-2,他汀类药物,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-2选择代码表,
87,TIA-5-2-1,他汀类其他药物,字符串,参考备注,"例:""填写文字说明""","他汀类药物(TIA-5-2)等于""其他他汀类药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
88,TIA-5-3,选择抗凝药物,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-3选择代码表,
89,TIA-5-3-1,选择其他抗凝药物,字符串,参考备注,"例:""填写文字说明""","选择抗凝药物(TIA-5-3)等于""其他抗凝药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,
90,TIA-5-4-1,患者是否伴发糖尿病,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-4-1选择代码表,
91,TIA-5-4,选择降糖药物,数组,参考备注,"例:[""a"",""b""]","患者是否伴发糖尿病(TIA-5-4-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-4选择代码表
92,TIA-5-4-2,其他降糖药物,字符串,参考备注,"例:""填写文字说明""","选择降糖药物(TIA-5-4)等于""其他降糖药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
93,TIA-5-5-1,患者是否伴发高血压,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-5-1选择代码表,
94,TIA-5-5,选择降压药物,数组,参考备注,"例:[""a"",""b""]","患者是否伴发高血压(TIA-5-5-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-5-5选择代码表
95,TIA-5-5-2,其他降压药物,字符串,参考备注,"例:""填写文字说明""","选择降压药物(TIA-5-5)等于""其他降压药物""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过50个字说明,
96,TIA-6-1-1,行走评估结果,字符串,是,"例:""a""",见,TIA-6-1-1选择代码表,,,
97,TIA-6-1-2,呼吸评估结果,字符串,是,"例:""a""",见,TIA-6-1-2选择代码表,,,
98,TIA-6-1-3,饮食评估结果,字符串,是,"例:""a""",见,TIA-6-1-3选择代码表,,,
99,TIA-6-2-1,实施卒中健康教育有记录,数组,是,"例:[""a"",""b""]",见,TIA-6-2-1选择代码表,,,
100,TIA-6-3-1,吸烟史,字符串,是,"例:""y""",见,TIA-6-3-1选择代码表,,,
101,TIA-6-3-2,吸烟程度评估有记录,字符串,参考备注,"例:""a""","吸烟史(TIA-6-3-1)等于""近一年内有吸烟史，烟草使用状况""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-6-3-2选择代码表,
102,TIA-6-3-3,接受戒烟的建议或者戒烟治疗有记录,数组,参考备注,"例:[""a"",""b""]","吸烟史(TIA-6-3-1)等于""近一年内有吸烟史，烟草使用状况""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-6-3-3选择代码表,
103,TIA-7-1,血管功能评估时间,字符串,是,"例:""a""",见,TIA-7-1选择代码表,,,
104,TIA-7-2,血管功能评估方法,字符串,是,"例:""f""",见,TIA-7-2选择代码表,,,
105,TIA-7-2-1,血管功能评估其他方法,字符串,参考备注,"例:""填写文字说明""","血管功能评估方法(TIA-7-2)等于""其他血管功能评价""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
106,TIA-7-3-1,其他病因学检查方法,字符串,是,"例:""a""",见,TIA-7-3-1选择代码表,,,
107,TIA-7-3-1-1,其他病因学检查,字符串,参考备注,"例:""填写文字说明""","其他病因学检查方法(TIA-7-3-1)等于""其他病因学检查""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,文本长度不能超过20个字说明,,
108,TIA-9-1-1,出院时是否进行Essen卒中风险评分,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-1-1选择代码表,
109,TIA-9-1-2-1,Essen卒中风险评分值,数值,参考备注,例:10,"出院时是否进行Essen卒中风险评分(TIA-9-1-1)等于""是""(y)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
110,TIA-9-2-1,主要风险因素评估,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-2-1选择代码表,
111,TIA-9-2-1-1,其他主要风险因素填写,字符串,参考备注,"例:""填写文字说明""","主要风险因素评估(TIA-9-2-1)等于""其他""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
112,TIA-9-2-2,其他风险因素评估,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,最多选择3项见,TIA-9-2-2选择代码表,
113,TIA-9-2-2-1,其他风险因素填写,字符串,参考备注,"例:""填写文字说明""","其他风险因素评估(TIA-9-2-2)等于""其他""(oth)时必填;","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,,
114,TIA-9-3-1,交与患者“出院小结”的副本告知患者出院时风险因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-3-1选择代码表,
115,TIA-9-3-2,出院带药,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-3-2选择代码表,
116,TIA-9-3-3,告知发生紧急情况时求援救治途径,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-3-3选择代码表,
117,TIA-9-3-4,出院时教育与随访,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-3-4选择代码表,
118,TIA-9-3-5,告知何为风险因素与紧急情况,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,TIA-9-3-5选择代码表,
119,CM-4-3,离院方式选择,字符串,是,"例:""a""",见,CM-4-3选择代码表,,,
120,CM-4-5,非医嘱离院可能涉及因素,数组,参考备注,"例:[""a"",""b""]","离院方式选择(CM-4-3)等于""非医嘱离院""(d)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-5选择代码表,
121,CM-4-4-1,其他非医嘱离院因素填写,字符串,参考备注,"例:""填写文字说明""","非医嘱离院可能涉及因素(CM-4-5)等于""其他""(oth)时必填;",若该字段无相应取值，则接口中不必提交该字段,,,
122,CM-4-6,死亡可能涉及因素,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时可填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-4-6选择代码表,
123,CM-5-1,患者是否对服务的体验与评价,字符串,参考备注,"例:""y""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-1选择代码表,
124,CM-5-2-1,整体医院评级,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-1选择代码表
125,CM-5-2-2,患者推荐,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-2选择代码表
126,CM-5-2-3,病房、床单元和卫生间清洁度,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-3选择代码表
127,CM-5-2-5,病房与周边噪音,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-5选择代码表
128,CM-5-2-6,医生沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-6选择代码表
129,CM-5-2-7,护士沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-7选择代码表
130,CM-5-2-8,药师沟通,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-8选择代码表
131,CM-5-2-9,康复计划,字符串,参考备注,"例:""a""","离院方式选择(CM-4-3)等于""死亡""(e)时无需填写;","患者是否对服务的体验与评价(CM-5-1)等于""是""(y)时必填;",若该字段无相应取值，则接口中不必提交该字段,见,CM-5-2-9选择代码表
